Date,Fee Rate
2013-04-10,156
2013-04-11,204
2013-04-12,180
2013-04-13,203
2013-04-14,167
2013-04-15,196
2013-04-16,279
2013-04-17,169
2013-04-18,285
2013-04-19,201
2013-04-20,191
2013-04-21,191
2013-04-22,151
2013-04-23,206
2013-04-24,210
2013-04-25,185
2013-04-26,200
2013-04-27,150
2013-04-28,182
2013-04-29,154
2013-04-30,174
2013-05-01,170
2013-05-02,190
2013-05-03,170
2013-05-04,181
2013-05-05,188
2013-05-06,174
2013-05-07,163
2013-05-08,162
2013-05-09,204
2013-05-10,211
2013-05-11,210
2013-05-12,165
2013-05-13,186
2013-05-14,198
2013-05-15,185
2013-05-16,197
2013-05-17,259
2013-05-18,198
2013-05-19,159
2013-05-20,215
2013-05-21,186
2013-05-22,177
2013-05-23,201
2013-05-24,199
2013-05-25,182
2013-05-26,193
2013-05-27,146
2013-05-28,187
2013-05-29,205
2013-05-30,193
2013-05-31,170
2013-06-01,174
2013-06-02,155
2013-06-03,201
2013-06-04,220
2013-06-05,196
2013-06-06,222
2013-06-07,158
2013-06-08,175
2013-06-09,192
2013-06-10,165
2013-06-11,172
2013-06-12,212
2013-06-13,197
2013-06-14,200
2013-06-15,156
2013-06-16,197
2013-06-17,159
2013-06-18,178
2013-06-19,185
2013-06-20,168
2013-06-21,290
2013-06-22,187
2013-06-23,272
2013-06-24,185
2013-06-25,192
2013-06-26,170
2013-06-27,190
2013-06-28,143
2013-06-29,209
2013-06-30,138
2013-07-01,212
2013-07-02,130
2013-07-03,199
2013-07-04,177
2013-07-05,146
2013-07-06,193
2013-07-07,190
2013-07-08,130
2013-07-09,182
2013-07-10,182
2013-07-11,145
2013-07-12,175
2013-07-13,133
2013-07-14,185
2013-07-15,139
2013-07-16,130
2013-07-17,196
2013-07-18,181
2013-07-19,199
2013-07-20,128
2013-07-21,148
2013-07-22,150
2013-07-23,181
2013-07-24,169
2013-07-25,139
2013-07-26,164
2013-07-27,117
2013-07-28,190
2013-07-29,143
2013-07-30,149
2013-07-31,190
2013-08-01,208
2013-08-02,159
2013-08-03,126
2013-08-04,125
2013-08-05,154
2013-08-06,121
2013-08-07,174
2013-08-08,125
2013-08-09,190
2013-08-10,199
2013-08-11,126
2013-08-12,188
2013-08-13,87
2013-08-14,117
2013-08-15,184
2013-08-16,228
2013-08-17,154
2013-08-18,118
2013-08-19,181
2013-08-20,155
2013-08-21,119
2013-08-22,119
2013-08-23,136
2013-08-24,130
2013-08-25,116
2013-08-26,138
2013-08-27,165
2013-08-28,133
2013-08-29,911
2013-08-30,109
2013-08-31,153
2013-09-01,144
2013-09-02,119
2013-09-03,207
2013-09-04,124
2013-09-05,112
2013-09-06,128
2013-09-07,123
2013-09-08,107
2013-09-09,128
2013-09-10,120
2013-09-11,107
2013-09-12,105
2013-09-13,124
2013-09-14,101
2013-09-15,104
2013-09-16,110
2013-09-17,164
2013-09-18,1026
2013-09-19,405
2013-09-20,340
2013-09-21,102
2013-09-22,114
2013-09-23,115
2013-09-24,136
2013-09-25,110
2013-09-26,128
2013-09-27,104
2013-09-28,379
2013-09-29,129
2013-09-30,133
2013-10-01,119
2013-10-02,149
2013-10-03,129
2013-10-04,127
2013-10-05,106
2013-10-06,124
2013-10-07,102
2013-10-08,141
2013-10-09,83
2013-10-10,129
2013-10-11,115
2013-10-12,98
2013-10-13,132
2013-10-14,124
2013-10-15,116
2013-10-16,147
2013-10-17,192
2013-10-18,163
2013-10-19,140
2013-10-20,125
2013-10-21,118
2013-10-22,127
2013-10-23,125
2013-10-24,155
2013-10-25,148
2013-10-26,172
2013-10-27,154
2013-10-28,277
2013-10-29,131
2013-10-30,147
2013-10-31,123
2013-11-01,105
2013-11-02,159
2013-11-03,110
2013-11-04,208
2013-11-05,217
2013-11-06,173
2013-11-07,478
2013-11-08,412
2013-11-09,344
2013-11-10,189
2013-11-11,157
2013-11-12,221
2013-11-13,79
2013-11-14,73
2013-11-15,69
2013-11-16,59
2013-11-17,63
2013-11-18,66
2013-11-19,72
2013-11-20,59
2013-11-21,67
2013-11-22,64
2013-11-23,59
2013-11-24,59
2013-11-25,57
2013-11-26,60
2013-11-27,62
2013-11-28,68
2013-11-29,68
2013-11-30,60
2013-12-01,57
2013-12-02,52
2013-12-03,58
2013-12-04,55
2013-12-05,52
2013-12-06,56
2013-12-07,54
2013-12-08,118
2013-12-09,49
2013-12-10,55
2013-12-11,49
2013-12-12,55
2013-12-13,51
2013-12-14,49
2013-12-15,38
2013-12-16,38
2013-12-17,43
2013-12-18,44
2013-12-19,46
2013-12-20,49
2013-12-21,50
2013-12-22,44
2013-12-23,42
2013-12-24,42
2013-12-25,42
2013-12-26,43
2013-12-27,45
2013-12-28,46
2013-12-29,44
2013-12-30,49
2013-12-31,39
2014-01-01,42
2014-01-02,43
2014-01-03,49
2014-01-04,43
2014-01-05,47
2014-01-06,43
2014-01-07,78
2014-01-08,50
2014-01-09,46
2014-01-10,44
2014-01-11,45
2014-01-12,42
2014-01-13,45
2014-01-14,43
2014-01-15,57
2014-01-16,57
2014-01-17,45
2014-01-18,51
2014-01-19,53
2014-01-20,44
2014-01-21,43
2014-01-22,42
2014-01-23,45
2014-01-24,51
2014-01-25,47
2014-01-26,43
2014-01-27,43
2014-01-28,41
2014-01-29,43
2014-01-30,45
2014-01-31,43
2014-02-01,47
2014-02-02,40
2014-02-03,37
2014-02-04,37
2014-02-05,38
2014-02-06,37
2014-02-07,39
2014-02-08,40
2014-02-09,37
2014-02-10,37
2014-02-11,40
2014-02-12,40
2014-02-13,36
2014-02-14,36
2014-02-15,40
2014-02-16,37
2014-02-17,41
2014-02-18,70
2014-02-19,36
2014-02-20,36
2014-02-21,36
2014-02-22,36
2014-02-23,37
2014-02-24,34
2014-02-25,35
2014-02-26,39
2014-02-27,35
2014-02-28,37
2014-03-01,38
2014-03-02,34
2014-03-03,32
2014-03-04,35
2014-03-05,33
2014-03-06,32
2014-03-07,35
2014-03-08,34
2014-03-09,33
2014-03-10,34
2014-03-11,39
2014-03-12,36
2014-03-13,38
2014-03-14,35
2014-03-15,34
2014-03-16,36
2014-03-17,43
2014-03-18,39
2014-03-19,38
2014-03-20,38
2014-03-21,36
2014-03-22,34
2014-03-23,43
2014-03-24,36
2014-03-25,32
2014-03-26,37
2014-03-27,39
2014-03-28,33
2014-03-29,32
2014-03-30,33
2014-03-31,33
2014-04-01,34
2014-04-02,33
2014-04-03,34
2014-04-04,37
2014-04-05,35
2014-04-06,34
2014-04-07,32
2014-04-08,39
2014-04-09,37
2014-04-10,53
2014-04-11,36
2014-04-12,37
2014-04-13,34
2014-04-14,34
2014-04-15,37
2014-04-16,37
2014-04-17,33
2014-04-18,40
2014-04-19,37
2014-04-20,41
2014-04-21,36
2014-04-22,38
2014-04-23,37
2014-04-24,34
2014-04-25,36
2014-04-26,33
2014-04-27,31
2014-04-28,37
2014-04-29,35
2014-04-30,32
2014-05-01,35
2014-05-02,32
2014-05-03,35
2014-05-04,35
2014-05-05,32
2014-05-06,37
2014-05-07,35
2014-05-08,35
2014-05-09,35
2014-05-10,42
2014-05-11,33
2014-05-12,30
2014-05-13,33
2014-05-14,33
2014-05-15,31
2014-05-16,30
2014-05-17,31
2014-05-18,28
2014-05-19,28
2014-05-20,28
2014-05-21,30
2014-05-22,31
2014-05-23,30
2014-05-24,31
2014-05-25,38
2014-05-26,29
2014-05-27,32
2014-05-28,30
2014-05-29,33
2014-05-30,31
2014-05-31,31
2014-06-01,32
2014-06-02,30
2014-06-03,31
2014-06-04,32
2014-06-05,33
2014-06-06,31
2014-06-07,28
2014-06-08,31
2014-06-09,28
2014-06-10,31
2014-06-11,29
2014-06-12,30
2014-06-13,33
2014-06-14,31
2014-06-15,29
2014-06-16,29
2014-06-17,29
2014-06-18,31
2014-06-19,35
2014-06-20,31
2014-06-21,32
2014-06-22,29
2014-06-23,28
2014-06-24,32
2014-06-25,29
2014-06-26,33
2014-06-27,29
2014-06-28,30
2014-06-29,29
2014-06-30,28
2014-07-01,27
2014-07-02,30
2014-07-03,32
2014-07-04,29
2014-07-05,31
2014-07-06,29
2014-07-07,28
2014-07-08,30
2014-07-09,28
2014-07-10,28
2014-07-11,29
2014-07-12,30
2014-07-13,29
2014-07-14,28
2014-07-15,33
2014-07-16,31
2014-07-17,33
2014-07-18,30
2014-07-19,31
2014-07-20,31
2014-07-21,27
2014-07-22,28
2014-07-23,30
2014-07-24,29
2014-07-25,28
2014-07-26,28
2014-07-27,28
2014-07-28,27
2014-07-29,27
2014-07-30,29
2014-07-31,27
2014-08-01,28
2014-08-02,28
2014-08-03,28
2014-08-04,28
2014-08-05,29
2014-08-06,28
2014-08-07,28
2014-08-08,27
2014-08-09,28
2014-08-10,27
2014-08-11,27
2014-08-12,27
2014-08-13,28
2014-08-14,27
2014-08-15,26
2014-08-16,29
2014-08-17,26
2014-08-18,103
2014-08-19,28
2014-08-20,31
2014-08-21,29
2014-08-22,28
2014-08-23,28
2014-08-24,27
2014-08-25,37
2014-08-26,31
2014-08-27,27
2014-08-28,27
2014-08-29,27
2014-08-30,29
2014-08-31,27
2014-09-01,27
2014-09-02,27
2014-09-03,28
2014-09-04,27
2014-09-05,28
2014-09-06,28
2014-09-07,56
2014-09-08,26
2014-09-09,28
2014-09-10,27
2014-09-11,27
2014-09-12,28
2014-09-13,29
2014-09-14,29
2014-09-15,26
2014-09-16,27
2014-09-17,28
2014-09-18,27
2014-09-19,29
2014-09-20,28
2014-09-21,28
2014-09-22,26
2014-09-23,27
2014-09-24,28
2014-09-25,28
2014-09-26,27
2014-09-27,114
2014-09-28,27
2014-09-29,26
2014-09-30,27
2014-10-01,27
2014-10-02,28
2014-10-03,27
2014-10-04,29
2014-10-05,29
2014-10-06,26
2014-10-07,29
2014-10-08,29
2014-10-09,29
2014-10-10,31
2014-10-11,30
2014-10-12,29
2014-10-13,26
2014-10-14,28
2014-10-15,27
2014-10-16,28
2014-10-17,29
2014-10-18,28
2014-10-19,28
2014-10-20,25
2014-10-21,28
2014-10-22,27
2014-10-23,28
2014-10-24,28
2014-10-25,29
2014-10-26,27
2014-10-27,27
2014-10-28,27
2014-10-29,27
2014-10-30,29
2014-10-31,27
2014-11-01,27
2014-11-02,33
2014-11-03,26
2014-11-04,32
2014-11-05,28
2014-11-06,28
2014-11-07,27
2014-11-08,27
2014-11-09,27
2014-11-10,32
2014-11-11,27
2014-11-12,27
2014-11-13,28
2014-11-14,26
2014-11-15,26
2014-11-16,28
2014-11-17,27
2014-11-18,26
2014-11-19,26
2014-11-20,28
2014-11-21,27
2014-11-22,27
2014-11-23,27
2014-11-24,25
2014-11-25,26
2014-11-26,24
2014-11-27,26
2014-11-28,25
2014-11-29,24
2014-11-30,26
2014-12-01,22
2014-12-02,25
2014-12-03,24
2014-12-04,25
2014-12-05,27
2014-12-06,24
2014-12-07,25
2014-12-08,24
2014-12-09,28
2014-12-10,25
2014-12-11,25
2014-12-12,25
2014-12-13,24
2014-12-14,25
2014-12-15,23
2014-12-16,24
2014-12-17,24
2014-12-18,26
2014-12-19,25
2014-12-20,27
2014-12-21,24
2014-12-22,24
2014-12-23,24
2014-12-24,24
2014-12-25,25
2014-12-26,25
2014-12-27,46
2014-12-28,38
2014-12-29,26
2014-12-30,33
2014-12-31,27
2015-01-01,28
2015-01-02,26
2015-01-03,27
2015-01-04,25
2015-01-05,46
2015-01-06,28
2015-01-07,26
2015-01-08,28
2015-01-09,28
2015-01-10,27
2015-01-11,26
2015-01-12,26
2015-01-13,59
2015-01-14,26
2015-01-15,25
2015-01-16,27
2015-01-17,26
2015-01-18,25
2015-01-19,28
2015-01-20,25
2015-01-21,27
2015-01-22,26
2015-01-23,25
2015-01-24,28
2015-01-25,24
2015-01-26,23
2015-01-27,25
2015-01-28,25
2015-01-29,26
2015-01-30,26
2015-01-31,26
2015-02-01,24
2015-02-02,24
2015-02-03,26
2015-02-04,25
2015-02-05,25
2015-02-06,26
2015-02-07,25
2015-02-08,26
2015-02-09,22
2015-02-10,25
2015-02-11,25
2015-02-12,26
2015-02-13,25
2015-02-14,23
2015-02-15,23
2015-02-16,21
2015-02-17,24
2015-02-18,24
2015-02-19,25
2015-02-20,26
2015-02-21,25
2015-02-22,23
2015-02-23,23
2015-02-24,25
2015-02-25,26
2015-02-26,27
2015-02-27,26
2015-02-28,25
2015-03-01,22
2015-03-02,25
2015-03-03,24
2015-03-04,24
2015-03-05,26
2015-03-06,24
2015-03-07,28
2015-03-08,24
2015-03-09,24
2015-03-10,25
2015-03-11,25
2015-03-12,24
2015-03-13,24
2015-03-14,25
2015-03-15,24
2015-03-16,24
2015-03-17,25
2015-03-18,27
2015-03-19,26
2015-03-20,26
2015-03-21,29
2015-03-22,26
2015-03-23,24
2015-03-24,29
2015-03-25,27
2015-03-26,31
2015-03-27,27
2015-03-28,27
2015-03-29,25
2015-03-30,24
2015-03-31,26
2015-04-01,27
2015-04-02,27
2015-04-03,26
2015-04-04,25
2015-04-05,26
2015-04-06,27
2015-04-07,27
2015-04-08,26
2015-04-09,28
2015-04-10,32
2015-04-11,50
2015-04-12,30
2015-04-13,29
2015-04-14,27
2015-04-15,27
2015-04-16,28
2015-04-17,28
2015-04-18,27
2015-04-19,25
2015-04-20,24
2015-04-21,28
2015-04-22,26
2015-04-23,27
2015-04-24,26
2015-04-25,26
2015-04-26,182
2015-04-27,25
2015-04-28,26
2015-04-29,27
2015-04-30,27
2015-05-01,29
2015-05-02,27
2015-05-03,26
2015-05-04,25
2015-05-05,27
2015-05-06,27
2015-05-07,27
2015-05-08,27
2015-05-09,28
2015-05-10,27
2015-05-11,29
2015-05-12,28
2015-05-13,27
2015-05-14,27
2015-05-15,27
2015-05-16,28
2015-05-17,25
2015-05-18,25
2015-05-19,28
2015-05-20,27
2015-05-21,27
2015-05-22,28
2015-05-23,27
2015-05-24,26
2015-05-25,23
2015-05-26,26
2015-05-27,30
2015-05-28,27
2015-05-29,27
2015-05-30,28
2015-05-31,25
2015-06-01,71
2015-06-02,31
2015-06-03,26
2015-06-04,27
2015-06-05,28
2015-06-06,27
2015-06-07,28
2015-06-08,24
2015-06-09,30
2015-06-10,28
2015-06-11,24
2015-06-12,28
2015-06-13,27
2015-06-14,28
2015-06-15,27
2015-06-16,27
2015-06-17,32
2015-06-18,27
2015-06-19,36
2015-06-20,36
2015-06-21,26
2015-06-22,25
2015-06-23,30
2015-06-24,26
2015-06-25,27
2015-06-26,31
2015-06-27,28
2015-06-28,27
2015-06-29,27
2015-06-30,28
2015-07-01,34
2015-07-02,25
2015-07-03,33
2015-07-04,33
2015-07-05,30
2015-07-06,34
2015-07-07,40
2015-07-08,42
2015-07-09,42
2015-07-10,41
2015-07-11,37
2015-07-12,36
2015-07-13,41
2015-07-14,31
2015-07-15,29
2015-07-16,25
2015-07-17,29
2015-07-18,24
2015-07-19,45
2015-07-20,21
2015-07-21,59
2015-07-22,38
2015-07-23,38
2015-07-24,47
2015-07-25,37
2015-07-26,37
2015-07-27,33
2015-07-28,40
2015-07-29,35
2015-07-30,30
2015-07-31,33
2015-08-01,33
2015-08-02,29
2015-08-03,32
2015-08-04,38
2015-08-05,33
2015-08-06,32
2015-08-07,33
2015-08-08,37
2015-08-09,40
2015-08-10,36
2015-08-11,38
2015-08-12,39
2015-08-13,40
2015-08-14,38
2015-08-15,40
2015-08-16,38
2015-08-17,36
2015-08-18,38
2015-08-19,38
2015-08-20,37
2015-08-21,42
2015-08-22,38
2015-08-23,37
2015-08-24,38
2015-08-25,37
2015-08-26,39
2015-08-27,40
2015-08-28,40
2015-08-29,38
2015-08-30,38
2015-08-31,35
2015-09-01,38
2015-09-02,37
2015-09-03,45
2015-09-04,38
2015-09-05,45
2015-09-06,42
2015-09-07,37
2015-09-08,40
2015-09-09,27
2015-09-10,25
2015-09-11,23
2015-09-12,34
2015-09-13,33
2015-09-14,27
2015-09-15,28
2015-09-16,26
2015-09-17,27
2015-09-18,27
2015-09-19,31
2015-09-20,37
2015-09-21,35
2015-09-22,36
2015-09-23,37
2015-09-24,35
2015-09-25,36
2015-09-26,38
2015-09-27,39
2015-09-28,34
2015-09-29,36
2015-09-30,34
2015-10-01,35
2015-10-02,42
2015-10-03,36
2015-10-04,38
2015-10-05,34
2015-10-06,36
2015-10-07,33
2015-10-08,27
2015-10-09,29
2015-10-10,31
2015-10-11,24
2015-10-12,24
2015-10-13,31
2015-10-14,33
2015-10-15,34
2015-10-16,32
2015-10-17,34
2015-10-18,34
2015-10-19,29
2015-10-20,34
2015-10-21,36
2015-10-22,34
2015-10-23,37
2015-10-24,35
2015-10-25,35
2015-10-26,30
2015-10-27,34
2015-10-28,36
2015-10-29,37
2015-10-30,38
2015-10-31,36
2015-11-01,36
2015-11-02,33
2015-11-03,35
2015-11-04,36
2015-11-05,34
2015-11-06,31
2015-11-07,34
2015-11-08,32
2015-11-09,31
2015-11-10,32
2015-11-11,33
2015-11-12,32
2015-11-13,31
2015-11-14,32
2015-11-15,32
2015-11-16,29
2015-11-17,31
2015-11-18,31
2015-11-19,30
2015-11-20,31
2015-11-21,31
2015-11-22,29
2015-11-23,31
2015-11-24,31
2015-11-25,31
2015-11-26,32
2015-11-27,29
2015-11-28,31
2015-11-29,31
2015-11-30,33
2015-12-01,32
2015-12-02,33
2015-12-03,31
2015-12-04,33
2015-12-05,32
2015-12-06,31
2015-12-07,32
2015-12-08,33
2015-12-09,31
2015-12-10,32
2015-12-11,32
2015-12-12,42
2015-12-13,33
2015-12-14,33
2015-12-15,34
2015-12-16,35
2015-12-17,34
2015-12-18,36
2015-12-19,37
2015-12-20,34
2015-12-21,34
2015-12-22,36
2015-12-23,35
2015-12-24,36
2015-12-25,36
2015-12-26,35
2015-12-27,34
2015-12-28,29
2015-12-29,31
2015-12-30,32
2015-12-31,34
2016-01-01,32
2016-01-02,30
2016-01-03,37
2016-01-04,30
2016-01-05,30
2016-01-06,32
2016-01-07,33
2016-01-08,35
2016-01-09,32
2016-01-10,31
2016-01-11,30
2016-01-12,32
2016-01-13,34
2016-01-14,35
2016-01-15,33
2016-01-16,38
2016-01-17,32
2016-01-18,32
2016-01-19,35
2016-01-20,38
2016-01-21,36
2016-01-22,43
2016-01-23,39
2016-01-24,38
2016-01-25,38
2016-01-26,39
2016-01-27,39
2016-01-28,44
2016-01-29,40
2016-01-30,40
2016-01-31,37
2016-02-01,34
2016-02-02,46
2016-02-03,40
2016-02-04,39
2016-02-05,35
2016-02-06,35
2016-02-07,34
2016-02-08,32
2016-02-09,35
2016-02-10,34
2016-02-11,37
2016-02-12,36
2016-02-13,37
2016-02-14,35
2016-02-15,34
2016-02-16,37
2016-02-17,40
2016-02-18,36
2016-02-19,40
2016-02-20,41
2016-02-21,38
2016-02-22,37
2016-02-23,40
2016-02-24,41
2016-02-25,42
2016-02-26,37
2016-02-27,40
2016-02-28,38
2016-02-29,43
2016-03-01,45
2016-03-02,47
2016-03-03,65
2016-03-04,46
2016-03-05,41
2016-03-06,53
2016-03-07,42
2016-03-08,47
2016-03-09,42
2016-03-10,44
2016-03-11,39
2016-03-12,41
2016-03-13,41
2016-03-14,42
2016-03-15,37
2016-03-16,41
2016-03-17,47
2016-03-18,44
2016-03-19,43
2016-03-20,39
2016-03-21,35
2016-03-22,40
2016-03-23,40
2016-03-24,38
2016-03-25,39
2016-03-26,36
2016-03-27,38
2016-03-28,35
2016-03-29,41
2016-03-30,44
2016-03-31,41
2016-04-01,44
2016-04-02,45
2016-04-03,45
2016-04-04,41
2016-04-05,41
2016-04-06,42
2016-04-07,53
2016-04-08,42
2016-04-09,42
2016-04-10,36
2016-04-11,35
2016-04-12,43
2016-04-13,41
2016-04-14,39
2016-04-15,39
2016-04-16,40
2016-04-17,37
2016-04-18,33
2016-04-19,42
2016-04-20,39
2016-04-21,37
2016-04-22,38
2016-04-23,39
2016-04-24,35
2016-04-25,34
2016-04-26,39
2016-04-27,275
2016-04-28,41
2016-04-29,41
2016-04-30,39
2016-05-01,37
2016-05-02,35
2016-05-03,39
2016-05-04,38
2016-05-05,40
2016-05-06,41
2016-05-07,40
2016-05-08,38
2016-05-09,36
2016-05-10,37
2016-05-11,42
2016-05-12,43
2016-05-13,43
2016-05-14,41
2016-05-15,41
2016-05-16,43
2016-05-17,47
2016-05-18,48
2016-05-19,44
2016-05-20,48
2016-05-21,46
2016-05-22,43
2016-05-23,39
2016-05-24,48
2016-05-25,48
2016-05-26,50
2016-05-27,50
2016-05-28,54
2016-05-29,46
2016-05-30,49
2016-05-31,44
2016-06-01,48
2016-06-02,47
2016-06-03,51
2016-06-04,46
2016-06-05,47
2016-06-06,43
2016-06-07,43
2016-06-08,47
2016-06-09,44
2016-06-10,44
2016-06-11,44
2016-06-12,43
2016-06-13,44
2016-06-14,43
2016-06-15,55
2016-06-16,60
2016-06-17,58
2016-06-18,57
2016-06-19,52
2016-06-20,49
2016-06-21,59
2016-06-22,57
2016-06-23,65
2016-06-24,57
2016-06-25,61
2016-06-26,48
2016-06-27,49
2016-06-28,54
2016-06-29,51
2016-06-30,56
2016-07-01,52
2016-07-02,50
2016-07-03,51
2016-07-04,49
2016-07-05,49
2016-07-06,49
2016-07-07,50
2016-07-08,50
2016-07-09,50
2016-07-10,48
2016-07-11,43
2016-07-12,50
2016-07-13,46
2016-07-14,51
2016-07-15,52
2016-07-16,51
2016-07-17,47
2016-07-18,45
2016-07-19,49
2016-07-20,56
2016-07-21,54
2016-07-22,57
2016-07-23,60
2016-07-24,54
2016-07-25,52
2016-07-26,58
2016-07-27,59
2016-07-28,63
2016-07-29,61
2016-07-30,60
2016-07-31,63
2016-08-01,60
2016-08-02,57
2016-08-03,62
2016-08-04,58
2016-08-05,58
2016-08-06,64
2016-08-07,57
2016-08-08,59
2016-08-09,70
2016-08-10,67
2016-08-11,61
2016-08-12,62
2016-08-13,59
2016-08-14,58
2016-08-15,58
2016-08-16,59
2016-08-17,66
2016-08-18,63
2016-08-19,62
2016-08-20,66
2016-08-21,56
2016-08-22,51
2016-08-23,52
2016-08-24,56
2016-08-25,56
2016-08-26,57
2016-08-27,57
2016-08-28,56
2016-08-29,53
2016-08-30,54
2016-08-31,52
2016-09-01,56
2016-09-02,53
2016-09-03,51
2016-09-04,53
2016-09-05,45
2016-09-06,52
2016-09-07,51
2016-09-08,52
2016-09-09,51
2016-09-10,55
2016-09-11,51
2016-09-12,49
2016-09-13,49
2016-09-14,53
2016-09-15,52
2016-09-16,52
2016-09-17,60
2016-09-18,47
2016-09-19,53
2016-09-20,60
2016-09-21,58
2016-09-22,55
2016-09-23,57
2016-09-24,56
2016-09-25,55
2016-09-26,47
2016-09-27,51
2016-09-28,50
2016-09-29,56
2016-09-30,57
2016-10-01,58
2016-10-02,53
2016-10-03,54
2016-10-04,57
2016-10-05,54
2016-10-06,55
2016-10-07,58
2016-10-08,58
2016-10-09,53
2016-10-10,53
2016-10-11,64
2016-10-12,63
2016-10-13,56
2016-10-14,57
2016-10-15,58
2016-10-16,57
2016-10-17,58
2016-10-18,62
2016-10-19,59
2016-10-20,65
2016-10-21,67
2016-10-22,58
2016-10-23,55
2016-10-24,61
2016-10-25,64
2016-10-26,76
2016-10-27,92
2016-10-28,70
2016-10-29,66
2016-10-30,63
2016-10-31,59
2016-11-01,64
2016-11-02,65
2016-11-03,65
2016-11-04,62
2016-11-05,75
2016-11-06,64
2016-11-07,63
2016-11-08,71
2016-11-09,61
2016-11-10,64
2016-11-11,61
2016-11-12,60
2016-11-13,55
2016-11-14,56
2016-11-15,59
2016-11-16,61
2016-11-17,59
2016-11-18,62
2016-11-19,60
2016-11-20,60
2016-11-21,64
2016-11-22,74
2016-11-23,78
2016-11-24,79
2016-11-25,87
2016-11-26,97
2016-11-27,69
2016-11-28,70
2016-11-29,73
2016-11-30,75
2016-12-01,76
2016-12-02,80
2016-12-03,86
2016-12-04,66
2016-12-05,74
2016-12-06,80
2016-12-07,82
2016-12-08,70
2016-12-09,72
2016-12-10,76
2016-12-11,73
2016-12-12,60
2016-12-13,74
2016-12-14,68
2016-12-15,76
2016-12-16,82
2016-12-17,76
2016-12-18,68
2016-12-19,67
2016-12-20,76
2016-12-21,76
2016-12-22,75
2016-12-23,73
2016-12-24,74
2016-12-25,71
2016-12-26,59
2016-12-27,73
2016-12-28,72
2016-12-29,73
2016-12-30,76
2016-12-31,73
2017-01-01,68
2017-01-02,62
2017-01-03,74
2017-01-04,81
2017-01-05,126
2017-01-06,85
2017-01-07,79
2017-01-08,78
2017-01-09,67
2017-01-10,83
2017-01-11,77
2017-01-12,79
2017-01-13,76
2017-01-14,77
2017-01-15,69
2017-01-16,72
2017-01-17,81
2017-01-18,76
2017-01-19,80
2017-01-20,78
2017-01-21,76
2017-01-22,76
2017-01-23,74
2017-01-24,88
2017-01-25,99
2017-01-26,91
2017-01-27,79
2017-01-28,81
2017-01-29,91
2017-01-30,83
2017-01-31,99
2017-02-01,103
2017-02-02,84
2017-02-03,101
2017-02-04,111
2017-02-05,101
2017-02-06,90
2017-02-07,128
2017-02-08,119
2017-02-09,111
2017-02-10,108
2017-02-11,99
2017-02-12,86
2017-02-13,84
2017-02-14,92
2017-02-15,94
2017-02-16,105
2017-02-17,113
2017-02-18,113
2017-02-19,105
2017-02-20,103
2017-02-21,115
2017-02-22,128
2017-02-23,136
2017-02-24,147
2017-02-25,141
2017-02-26,117
2017-02-27,101
2017-02-28,146
2017-03-01,152
2017-03-02,164
2017-03-03,168
2017-03-04,174
2017-03-05,170
2017-03-06,151
2017-03-07,174
2017-03-08,180
2017-03-09,170
2017-03-10,161
2017-03-11,165
2017-03-12,148
2017-03-13,126
2017-03-14,157
2017-03-15,169
2017-03-16,171
2017-03-17,173
2017-03-18,161
2017-03-19,146
2017-03-20,145
2017-03-21,180
2017-03-22,179
2017-03-23,169
2017-03-24,166
2017-03-25,151
2017-03-26,146
2017-03-27,137
2017-03-28,165
2017-03-29,152
2017-03-30,158
2017-03-31,131
2017-04-01,165
2017-04-02,151
2017-04-03,136
2017-04-04,145
2017-04-05,165
2017-04-06,150
2017-04-07,153
2017-04-08,143
2017-04-09,129
2017-04-10,112
2017-04-11,148
2017-04-12,141
2017-04-13,152
2017-04-14,177
2017-04-15,167
2017-04-16,135
2017-04-17,117
2017-04-18,142
2017-04-19,157
2017-04-20,150
2017-04-21,170
2017-04-22,147
2017-04-23,129
2017-04-24,116
2017-04-25,160
2017-04-26,189
2017-04-27,170
2017-04-28,181
2017-04-29,184
2017-04-30,151
2017-05-01,136
2017-05-02,157
2017-05-03,175
2017-05-04,191
2017-05-05,186
2017-05-06,211
2017-05-07,183
2017-05-08,172
2017-05-09,181
2017-05-10,200
2017-05-11,211
2017-05-12,216
2017-05-13,219
2017-05-14,199
2017-05-15,186
2017-05-16,199
2017-05-17,276
2017-05-18,315
2017-05-19,285
2017-05-20,275
2017-05-21,242
2017-05-22,243
2017-05-23,288
2017-05-24,287
2017-05-25,314
2017-05-26,314
2017-05-27,322
2017-05-28,314
2017-05-29,262
2017-05-30,337
2017-05-31,336
2017-06-01,357
2017-06-02,343
2017-06-03,330
2017-06-04,288
2017-06-05,278
2017-06-06,302
2017-06-07,342
2017-06-08,406
2017-06-09,310
2017-06-10,307
2017-06-11,284
2017-06-12,260
2017-06-13,290
2017-06-14,347
2017-06-15,333
2017-06-16,284
2017-06-17,261
2017-06-18,216
2017-06-19,206
2017-06-20,260
2017-06-21,294
2017-06-22,336
2017-06-23,320
2017-06-24,228
2017-06-25,214
2017-06-26,235
2017-06-27,267
2017-06-28,282
2017-06-29,251
2017-06-30,297
2017-07-01,241
2017-07-02,175
2017-07-03,135
2017-07-04,205
2017-07-05,211
2017-07-06,165
2017-07-07,185
2017-07-08,173
2017-07-09,132
2017-07-10,149
2017-07-11,140
