Date,Fee Percentage
2018-05-16,0.00358724
2018-05-17,0.00280684
2018-05-18,0.00552159
2018-05-19,0.00586512
2018-05-20,0.00424764
2018-05-21,0.00335307
2018-05-22,0.00380194
2018-05-23,0.00286353
2018-05-24,0.00283325
2018-05-25,0.00249458
2018-05-26,0.00322749
2018-05-27,0.00370828
2018-05-28,0.00235144
2018-05-29,0.00239236
2018-05-30,0.00206539
2018-05-31,0.00177451
2018-06-01,0.00161512
2018-06-02,0.00166532
2018-06-03,0.00170666
2018-06-04,0.00165403
2018-06-05,0.00138896
2018-06-06,0.00150384
2018-06-07,0.00171282
2018-06-08,0.00169275
2018-06-09,0.00126554
2018-06-10,0.0019515
2018-06-11,0.00123376
2018-06-12,0.00149824
2018-06-13,0.00151561
2018-06-14,0.00203768
2018-06-15,0.00151396
2018-06-16,0.00132212
2018-06-17,0.00208534
2018-06-18,0.00338792
2018-06-19,0.00165243
2018-06-20,0.00631431
2018-06-21,0.0168866
2018-06-22,0.00799666
2018-06-23,0.00355739
2018-06-24,0.00226007
2018-06-25,0.00297666
2018-06-26,0.00269691
2018-06-27,0.00372254
2018-06-28,0.00321393
2018-06-29,0.00289469
2018-06-30,0.00260691
2018-07-01,0.00321145
2018-07-02,0.00195352
2018-07-03,0.00236493
2018-07-04,0.00262897
2018-07-05,0.00240538
2018-07-06,0.0019133
2018-07-07,0.00226051
2018-07-08,0.00281825
2018-07-09,0.00203657
2018-07-10,0.00190705
2018-07-11,0.00195134
2018-07-12,0.0024392
2018-07-13,0.00222961
2018-07-14,0.00221028
2018-07-15,0.00204687
2018-07-16,0.00206126
2018-07-17,0.00192435
2018-07-18,0.00239666
2018-07-19,0.00282015
2018-07-20,0.00297641
2018-07-21,0.00251807
2018-07-22,0.00270689
2018-07-23,0.00254981
2018-07-24,0.00269902
2018-07-25,0.00251053
2018-07-26,0.00265087
2018-07-27,0.00276247
2018-07-28,0.00213425
2018-07-29,0.00255545
2018-07-30,0.00238737
2018-07-31,0.00279398
2018-08-01,0.0029795
2018-08-02,0.00232802
2018-08-03,0.0027725
2018-08-04,0.00233936
2018-08-05,0.00177774
2018-08-06,0.00130079
2018-08-07,0.00142622
2018-08-08,0.00163268
2018-08-09,0.00159359
2018-08-10,0.00185009
2018-08-11,0.00212379
2018-08-12,0.00190951
2018-08-13,0.00208875
2018-08-14,0.00219195
2018-08-15,0.00223901
2018-08-16,0.00212433
2018-08-17,0.0026426
2018-08-18,0.00286527
2018-08-19,0.00256065
2018-08-20,0.00280279
2018-08-21,0.0033888
2018-08-22,0.00240252
2018-08-23,0.00267096
2018-08-24,0.00221993
2018-08-25,0.00250555
2018-08-26,0.00325494
2018-08-27,0.00546859
2018-08-28,0.00332283
2018-08-29,0.00238558
2018-08-30,0.00265273
2018-08-31,0.00281218
2018-09-01,0.00163466
2018-09-02,0.00216578
2018-09-03,0.00198967
2018-09-04,0.00216441
2018-09-05,0.00255633
2018-09-06,0.00334068
2018-09-07,0.00246811
2018-09-08,0.00256203
2018-09-09,0.00267673
2018-09-10,0.00254227
2018-09-11,0.00233564
2018-09-12,0.00251472
2018-09-13,0.0027152
2018-09-14,0.00180331
2018-09-15,0.00286013
2018-09-16,0.00212073
2018-09-17,0.00191766
2018-09-18,0.00162737
2018-09-19,0.00185687
2018-09-20,0.00180775
2018-09-21,0.00200458
2018-09-22,0.00219302
2018-09-23,0.00252577
2018-09-24,0.00267423
2018-09-25,0.001997
2018-09-26,0.00151236
2018-09-27,0.00186138
