Date,Output Value
2012-07-04,9835382.25
2012-07-05,14356352.13
2012-07-06,13288654.44
2012-07-07,9362195.48
2012-07-08,27672273.4
2012-07-09,5588866.89
2012-07-10,14915916.01
2012-07-11,15259360.81
2012-07-12,7939661.85
2012-07-13,10491135.54
2012-07-14,19631810.37
2012-07-15,18059991.54
2012-07-16,10368294.4
2012-07-17,17729676.27
2012-07-18,21054755.43
2012-07-19,14113037.66
2012-07-20,11135725.27
2012-07-21,14216034.42
2012-07-22,20917510.13
2012-07-23,14961947.25
2012-07-24,18130549.14
2012-07-25,15008805.61
2012-07-26,8248435.66
2012-07-27,21371601.48
2012-07-28,18415192.78
2012-07-29,15507107.23
2012-07-30,9598200.43
2012-07-31,8825301.73
2012-08-01,28733383.97
2012-08-02,20741157.78
2012-08-03,18129213.78
2012-08-04,15009368.79
2012-08-05,15986015.86
2012-08-06,20910887.59
2012-08-07,21666983.8
2012-08-08,21470046.65
2012-08-09,19470713.96
2012-08-10,14723619.01
2012-08-11,19408801.62
2012-08-12,18429995.48
2012-08-13,18657678.36
2012-08-14,22079091.63
2012-08-15,19458432.07
2012-08-16,21573112.25
2012-08-17,28532398.35
2012-08-18,33392295.65
2012-08-19,25663009.74
2012-08-20,50514200.22
2012-08-21,93353790.96
2012-08-22,58066177.67
2012-08-23,75410242.78
2012-08-24,80928651.08
2012-08-25,108822946.77
2012-08-26,45173531.66
2012-08-27,35507553.38
2012-08-28,73494723.34
2012-08-29,85194997.18
2012-08-30,146548801.91
2012-08-31,123061578.19
2012-09-01,100241318.17
2012-09-02,84330274.51
2012-09-03,54345079.63
2012-09-04,40868129.84
2012-09-05,64818081.7
2012-09-06,100381631.69
2012-09-07,250249050.85
2012-09-08,196616929.83
2012-09-09,82791249.1
2012-09-10,41293505.58
2012-09-11,233225116.06
2012-09-12,207220137.94
2012-09-13,128038342.54
2012-09-14,253237293.56
2012-09-15,206652524
2012-09-16,86132813.05
2012-09-17,160397069.57
2012-09-18,159466257.91
2012-09-19,157947244.13
2012-09-20,392411079.85
2012-09-21,197740696.7
2012-09-22,315257537.92
2012-09-23,181073624.77
2012-09-24,90137541.19
2012-09-25,96114038.71
2012-09-26,22929357.59
2012-09-27,20135412.26
2012-09-28,16344586.41
2012-09-29,32192986.77
2012-09-30,16890310.95
2012-10-01,17276094.87
2012-10-02,20483138.35
2012-10-03,24674615.3
2012-10-04,16458074.02
2012-10-05,16104118.56
2012-10-06,33038655.62
2012-10-07,23982783.71
2012-10-08,21259857.11
2012-10-09,20029810.05
2012-10-10,15655611.24
2012-10-11,10405526.01
2012-10-12,14981206.69
2012-10-13,32448015.39
2012-10-14,31199371.03
2012-10-15,15991592.37
2012-10-16,14949258.95
2012-10-17,27476187.73
2012-10-18,42592375.96
2012-10-19,39613347.03
2012-10-20,29939521.2
2012-10-21,30615897.74
2012-10-22,27094914.84
2012-10-23,26485012.16
2012-10-24,30433346.2
2012-10-25,22249110.12
2012-10-26,15271580.64
2012-10-27,11004886.38
2012-10-28,17308397.22
2012-10-29,9633154.54
2012-10-30,11085096.42
2012-10-31,45479155.68
2012-11-01,41269805.83
2012-11-02,27535538.54
2012-11-03,8662075.83
2012-11-04,20495033.83
2012-11-05,25149757.51
2012-11-06,23038131.07
2012-11-07,21734018.73
2012-11-08,18983700.94
2012-11-09,14115177.86
2012-11-10,9150280.64
2012-11-11,4521657.24
2012-11-12,4530026.98
2012-11-13,5305389.12
2012-11-14,9302983.59
2012-11-15,16831229.35
2012-11-16,28394900.28
2012-11-17,44272051.08
2012-11-18,28261856.86
2012-11-19,24952984.78
2012-11-20,15299890.97
2012-11-21,18983520.09
2012-11-22,10247182.26
2012-11-23,18417630.63
2012-11-24,13970850.71
2012-11-25,13596982.91
2012-11-26,10160919.03
2012-11-27,14270564.3
2012-11-28,17084339.03
2012-11-29,23208705.2
2012-11-30,14761085.19
2012-12-01,9514714.83
2012-12-02,7844088.44
2012-12-03,13198433.37
2012-12-04,21912170.74
2012-12-05,33329995.08
2012-12-06,38675256.55
2012-12-07,42649567.81
2012-12-08,26715450.59
2012-12-09,13263209.35
2012-12-10,18386994.42
2012-12-11,15553046.71
2012-12-12,21612858.34
2012-12-13,48198507.28
2012-12-14,53463166.53
2012-12-15,38288635.94
2012-12-16,22048246.16
2012-12-17,24859089.48
2012-12-18,23420359.33
2012-12-19,30603242.36
2012-12-20,15966690.33
2012-12-21,12597674.13
2012-12-22,21815582.69
2012-12-23,17797198.44
2012-12-24,12034002.77
2012-12-25,13634032.08
2012-12-26,8151341.97
2012-12-27,8606234
2012-12-28,11223104.85
2012-12-29,13856784.01
2012-12-30,13450328.29
2012-12-31,9777344.06
2013-01-01,19455648.94
2013-01-02,20917327.47
2013-01-03,23574140.58
2013-01-04,24149997.32
2013-01-05,30862251.26
2013-01-06,27627316.87
2013-01-07,15040290.43
2013-01-08,22580640.46
2013-01-09,29028690.28
2013-01-10,21563010.74
2013-01-11,20380945.86
2013-01-12,17785749.85
2013-01-13,13006578.38
2013-01-14,12972059.56
2013-01-15,16636313.77
2013-01-16,32012806.27
2013-01-17,29415826.56
2013-01-18,28398926.25
2013-01-19,25541680.03
2013-01-20,25156683.08
2013-01-21,17870109.6
2013-01-22,19981968.21
2013-01-23,24796201.54
2013-01-24,41546494.33
2013-01-25,28491543.15
2013-01-26,25995470.13
2013-01-27,23425804.47
2013-01-28,26028228.4
2013-01-29,32164102.21
2013-01-30,47389193.69
2013-01-31,51342229.99
2013-02-01,33669812.51
2013-02-02,35802053.47
2013-02-03,27268816.13
2013-02-04,27499999.36
2013-02-05,42801445.4
2013-02-06,40366333.49
2013-02-07,38548020.82
2013-02-08,39323671.33
2013-02-09,51054813.62
2013-02-10,41275828.97
2013-02-11,31826538.38
2013-02-12,31774281.18
2013-02-13,33109392.44
2013-02-14,29984296.9
2013-02-15,40896536.61
2013-02-16,32661732.93
2013-02-17,35161939.66
2013-02-18,30960147.69
2013-02-19,32806046.82
2013-02-20,42158051.45
2013-02-21,36427384.89
2013-02-22,33482833.07
2013-02-23,45896815.12
2013-02-24,36556283.2
2013-02-25,52496786.95
2013-02-26,56557742.81
2013-02-27,48763507
2013-02-28,47870553.96
2013-03-01,51187933.65
2013-03-02,57120393.37
2013-03-03,48939948.55
2013-03-04,30647201.94
2013-03-05,36909106.1
2013-03-06,76996429.13
2013-03-07,105471904.65
2013-03-08,66809403.09
2013-03-09,52863578.03
2013-03-10,46506829.63
2013-03-11,56925212.53
2013-03-12,48338406.69
2013-03-13,65676636.59
2013-03-14,70330653.45
2013-03-15,56054724.09
2013-03-16,259276258.86
2013-03-17,104100013.04
2013-03-18,43975854.4
2013-03-19,186553156.53
2013-03-20,112954668.23
2013-03-21,117806523.57
2013-03-22,148354158.67
2013-03-23,100503123.11
2013-03-24,91193108.73
2013-03-25,69568644.75
2013-03-26,119383702.23
2013-03-27,178776725.27
2013-03-28,202175940.85
2013-03-29,158793683.78
2013-03-30,129580875.91
2013-03-31,177477402.6
2013-04-01,144096635.22
2013-04-02,150864008.13
2013-04-03,284318439.55
2013-04-04,314757907.12
2013-04-05,321815165.82
2013-04-06,277262796.55
2013-04-07,189116209.68
2013-04-08,170928568.15
2013-04-09,284338719.61
2013-04-10,442860234.29
2013-04-11,460831757.59
2013-04-12,264005506.03
2013-04-13,168489307.35
2013-04-14,128953665.85
2013-04-15,79852159.16
2013-04-16,89812646.95
2013-04-17,117040964.19
2013-04-18,159045283.21
2013-04-19,591707917.15
2013-04-20,214881820.92
2013-04-21,134876779.14
2013-04-22,118026087.04
2013-04-23,204049544.14
2013-04-24,218982661.12
2013-04-25,321329444.64
2013-04-26,226313024.4
2013-04-27,161412772.41
2013-04-28,96536192.8
2013-04-29,82103084.72
2013-04-30,256576049.25
2013-05-01,135939239.88
2013-05-02,157946426.25
2013-05-03,93558074.44
2013-05-04,74865448.38
2013-05-05,56137388.04
2013-05-06,72324513.73
2013-05-07,98038784.9
2013-05-08,105358378.61
2013-05-09,93871152.88
2013-05-10,79594455.96
2013-05-11,105317869.3
2013-05-12,78688713.97
2013-05-13,62306949.55
2013-05-14,131873333.95
2013-05-15,88741869.03
2013-05-16,81561960.71
2013-05-17,84045791.56
2013-05-18,105399472.97
2013-05-19,88099623.82
2013-05-20,49499812.25
2013-05-21,65530831.8
2013-05-22,82069164.42
2013-05-23,89312823.36
2013-05-24,87783257.88
2013-05-25,96817234.82
2013-05-26,95645336.08
2013-05-27,51776873.86
2013-05-28,87079225.9
2013-05-29,92268731.51
2013-05-30,99851181.61
2013-05-31,78862048.13
2013-06-01,86406454.87
2013-06-02,60559340.17
2013-06-03,52664380.11
2013-06-04,94851502.53
2013-06-05,77242504.13
2013-06-06,82219647.44
2013-06-07,90269987.24
2013-06-08,74717639.9
2013-06-09,42918807.19
2013-06-10,66678964.92
2013-06-11,50355521.82
2013-06-12,63597251.11
2013-06-13,61226812.01
2013-06-14,64454570.92
2013-06-15,69882684.79
2013-06-16,41855874.69
2013-06-17,52328441.19
2013-06-18,57554854.95
2013-06-19,67849131.99
2013-06-20,62326363.6
2013-06-21,84262475.65
2013-06-22,72931613.29
2013-06-23,45617663.46
2013-06-24,33824031.96
2013-06-25,63015362.37
2013-06-26,72269047.25
2013-06-27,65845665.7
2013-06-28,54990842.77
2013-06-29,63690063.25
2013-06-30,48921400.68
2013-07-01,38254952.78
2013-07-02,75035100.24
2013-07-03,64868828.65
2013-07-04,63657865.52
2013-07-05,66348851.36
2013-07-06,72514951.62
2013-07-07,47321049.13
2013-07-08,46088053.51
2013-07-09,64586941.12
2013-07-10,86326909.22
2013-07-11,91198762.53
2013-07-12,91611973.21
2013-07-13,95632571.49
2013-07-14,79269647.32
2013-07-15,50241188.49
2013-07-16,67162791.64
2013-07-17,92735325.89
2013-07-18,97885542.2
2013-07-19,86905748.2
2013-07-20,71811429.65
2013-07-21,42711589.73
2013-07-22,42863726.94
2013-07-23,78278329.84
2013-07-24,89913810.53
2013-07-25,80998044.54
2013-07-26,74960044.63
2013-07-27,72357166.79
2013-07-28,40408350.73
2013-07-29,61787693.7
2013-07-30,69086642.83
2013-07-31,100351151.8
2013-08-01,88244622.51
2013-08-02,110062241.05
2013-08-03,91969537.19
2013-08-04,62958879.49
2013-08-05,54378707.74
2013-08-06,80723648.2
2013-08-07,76396137.2
2013-08-08,80182223.7
2013-08-09,68322064.24
2013-08-10,59997236.44
2013-08-11,47681930.43
2013-08-12,42354492.19
2013-08-13,84049747.52
2013-08-14,134302226.16
2013-08-15,137135241.97
2013-08-16,82091788.12
2013-08-17,109973198.36
2013-08-18,102720719.86
2013-08-19,83458858.18
2013-08-20,118029294.06
2013-08-21,107090426.11
2013-08-22,149090523.72
2013-08-23,88535048.5
2013-08-24,92967813.43
2013-08-25,62494093.81
2013-08-26,62032873.98
2013-08-27,81202603.69
2013-08-28,109425673.82
2013-08-29,98922550.2
2013-08-30,315446247.69
2013-08-31,104506297.45
2013-09-01,116617222.77
2013-09-02,107699967.22
2013-09-03,111852827.79
2013-09-04,122963050.11
2013-09-05,112284363.83
2013-09-06,107568788.67
2013-09-07,90397592.83
2013-09-08,70272709.33
2013-09-09,47048432.96
2013-09-10,129863554.55
2013-09-11,80023419.24
2013-09-12,105965816.26
2013-09-13,94932813.07
2013-09-14,82585780.89
2013-09-15,71431514.45
2013-09-16,50391600.83
2013-09-17,86763385.29
2013-09-18,82802419.91
2013-09-19,101017406.05
2013-09-20,107340512.79
2013-09-21,89673051.14
2013-09-22,56251455.21
2013-09-23,62110791.23
2013-09-24,125420399.05
2013-09-25,118630280
2013-09-26,107224144.44
2013-09-27,91947337.85
2013-09-28,89481834.01
2013-09-29,69689788.31
2013-09-30,71016898.74
2013-10-01,107539447.14
2013-10-02,138602943.39
2013-10-03,130961645.65
2013-10-04,115148733.78
2013-10-05,97954220.64
2013-10-06,54569094.48
2013-10-07,52946010.16
2013-10-08,88932505.48
2013-10-09,89324615.23
2013-10-10,116175702.48
2013-10-11,96846021.54
2013-10-12,106831134.74
2013-10-13,91969899.93
2013-10-14,95105934.4
2013-10-15,126369133.54
2013-10-16,133632808.83
2013-10-17,145961321.54
2013-10-18,129837525.64
2013-10-19,143739038.82
2013-10-20,171831210.29
2013-10-21,117351703.74
2013-10-22,194395563.52
2013-10-23,235399942.6
2013-10-24,217342608.99
2013-10-25,189177255
2013-10-26,499832806.07
2013-10-27,124783575.17
2013-10-28,97328716.18
2013-10-29,123478284.09
2013-10-30,342650316.82
2013-10-31,143907788.42
2013-11-01,133889898.15
2013-11-02,127431351.58
2013-11-03,132527956.79
2013-11-04,123090982.56
2013-11-05,225224794.07
2013-11-06,290647130.99
2013-11-07,247592361.18
2013-11-08,362440903.29
2013-11-09,354358566.34
2013-11-10,296425198.96
2013-11-11,260378018.46
2013-11-12,255988880.84
2013-11-13,395280295.95
2013-11-14,519702238.23
2013-11-15,474738289.99
2013-11-16,1184400663.63
2013-11-17,647215743.77
2013-11-18,583360944.7
2013-11-19,1508622648.59
2013-11-20,1156603692.25
2013-11-21,1068245806.27
2013-11-22,1560652166.3
2013-11-23,1818958347.03
2013-11-24,1155405548.42
2013-11-25,1162524995.57
2013-11-26,1239751984.6
2013-11-27,3793330424.05
2013-11-28,3053983819.61
2013-11-29,3590267201.88
2013-11-30,2842330537.07
2013-12-01,2013191617.23
2013-12-02,1417537014.5
2013-12-03,1506333142.88
2013-12-04,1233032464.97
2013-12-05,1568627453.62
2013-12-06,1478201216.67
2013-12-07,889823562.52
2013-12-08,1693624259.24
2013-12-09,998492204.45
2013-12-10,1082654149.21
2013-12-11,806415994.77
2013-12-12,969618817.77
2013-12-13,798490025.76
2013-12-14,807080642.09
2013-12-15,526032413.51
2013-12-16,366419359.38
2013-12-17,1499169441.77
2013-12-18,961661933.98
2013-12-19,1121892024.69
2013-12-20,944328323.21
2013-12-21,605996512.26
2013-12-22,592068077.26
2013-12-23,579852048.7
2013-12-24,472551020.18
2013-12-25,662612254.15
2013-12-26,527663455.02
2013-12-27,476464840.14
2013-12-28,470970858.1
2013-12-29,410388102.21
2013-12-30,625933132.44
2013-12-31,607741364.81
2014-01-01,382669368.56
2014-01-02,403923094.02
2014-01-03,602295962.5
2014-01-04,712004797.99
2014-01-05,558789522.81
2014-01-06,876063502.47
2014-01-07,937591476.32
2014-01-08,786216594.1
2014-01-09,648771842.56
2014-01-10,508118950.83
2014-01-11,495253274.93
2014-01-12,386021203.37
2014-01-13,346244064.08
2014-01-14,457215772.05
2014-01-15,606230311.71
2014-01-16,533390774.77
2014-01-17,497296150.48
2014-01-18,348814843.56
2014-01-19,293552197.71
2014-01-20,489810582.03
2014-01-21,676631470.02
2014-01-22,538815932.01
2014-01-23,417127743.51
2014-01-24,419736406.01
2014-01-25,615244429.37
2014-01-26,375701906.11
2014-01-27,356240509.74
2014-01-28,723140928.41
2014-01-29,513169465.94
2014-01-30,397709716.01
2014-01-31,433778130
2014-02-01,328367982.9
2014-02-02,395622268
2014-02-03,392480144.32
2014-02-04,396862070.45
2014-02-05,652976963.61
2014-02-06,701294061.44
2014-02-07,468989129.09
2014-02-08,640318409.17
2014-02-09,370292712.39
2014-02-10,336488648.52
2014-02-11,539884957.73
2014-02-12,453913627.81
2014-02-13,398436623.21
2014-02-14,403545934.45
2014-02-15,476481715.38
2014-02-16,620187898.75
2014-02-17,379995212.84
2014-02-18,311396771.99
2014-02-19,303040574.37
2014-02-20,294331121.6
2014-02-21,310868502.12
2014-02-22,290231384.77
2014-02-23,235410382.15
2014-02-24,245280673.35
2014-02-25,426852720.81
2014-02-26,571188529.78
2014-02-27,405556273.54
2014-02-28,337894862.46
2014-03-01,341061083.62
2014-03-02,452291158.64
2014-03-03,312577871.54
2014-03-04,713062528.05
2014-03-05,666066978.22
2014-03-06,450123622.39
2014-03-07,404882722.44
2014-03-08,1555613320.65
2014-03-09,992516833.36
2014-03-10,581443400.47
2014-03-11,956746714.8
2014-03-12,617045895.05
2014-03-13,666130368.73
2014-03-14,503343708.2
2014-03-15,372120273.58
2014-03-16,369801977.9
2014-03-17,244283347.24
2014-03-18,335459979.04
2014-03-19,1648314028.8
2014-03-20,652277038.23
2014-03-21,407529275.93
2014-03-22,329400121.03
2014-03-23,234877098.81
2014-03-24,195916055.47
2014-03-25,375190095.31
2014-03-26,314192345.62
2014-03-27,295799109.97
2014-03-28,420990755.43
2014-03-29,394971552.62
2014-03-30,204163238.95
2014-03-31,271489366.55
2014-04-01,342651957.6
2014-04-02,330352864.85
2014-04-03,333077379.91
2014-04-04,351924796.03
2014-04-05,296408784.02
2014-04-06,328431085.84
2014-04-07,203171278.95
2014-04-08,212848292.76
2014-04-09,203249193.35
2014-04-10,261741875.43
2014-04-11,333724469.62
2014-04-12,309690500.09
2014-04-13,169443185.31
2014-04-14,170059621.41
2014-04-15,284748817.87
2014-04-16,346398242.62
2014-04-17,404978298.3
2014-04-18,414142589.17
2014-04-19,367951993.42
2014-04-20,224586492.21
2014-04-21,208928622.22
2014-04-22,362006648.77
2014-04-23,432864069.07
2014-04-24,323307246.4
2014-04-25,206575632.99
2014-04-26,258190753.74
2014-04-27,149993810.29
2014-04-28,134543866.77
2014-04-29,254469582.6
2014-04-30,249399260.33
2014-05-01,219045452.95
2014-05-02,197723452.78
2014-05-03,301135329.73
2014-05-04,241064233.17
2014-05-05,195353158.81
2014-05-06,255744800.16
2014-05-07,289090271.7
2014-05-08,373017400.26
2014-05-09,599689729.5
2014-05-10,551303943.45
2014-05-11,299396006.51
2014-05-12,196897297.62
2014-05-13,237440774.56
2014-05-14,295005515.74
2014-05-15,322355127.52
2014-05-16,367218388.04
2014-05-17,285018271.55
2014-05-18,215725506.45
2014-05-19,124560885.36
2014-05-20,237197449.88
2014-05-21,717764680.25
2014-05-22,359504934.66
2014-05-23,400473963.07
2014-05-24,659800816.13
2014-05-25,486198208.7
2014-05-26,461803168.92
2014-05-27,436810510.58
2014-05-28,549562177.69
2014-05-29,501902397.09
2014-05-30,373126630.29
2014-05-31,565077966.28
2014-06-01,359886267.7
2014-06-02,471879794.84
2014-06-03,624599220.89
2014-06-04,572597175.56
2014-06-05,683758516.6
2014-06-06,608033686.65
2014-06-07,668447365.71
2014-06-08,408772712.57
2014-06-09,479928174.62
2014-06-10,245980242.07
2014-06-11,396243399.38
2014-06-12,335769045.09
2014-06-13,672471124.34
2014-06-14,430758724.38
2014-06-15,261394643.72
2014-06-16,275101941.51
2014-06-17,420850638.9
2014-06-18,287898812.39
2014-06-19,330448714.96
2014-06-20,432698395.71
2014-06-21,327321110.36
2014-06-22,270574501.97
2014-06-23,316584317.16
2014-06-24,375428913.82
2014-06-25,495083648.7
2014-06-26,283269533.83
2014-06-27,297478976.25
2014-06-28,284009511.46
2014-06-29,207004856.74
2014-06-30,221942787.4
2014-07-01,435713909.25
2014-07-02,570859729.61
2014-07-03,599385922.13
2014-07-04,373967113.81
2014-07-05,247573239.09
2014-07-06,258456228.95
2014-07-07,236844536.91
2014-07-08,293873158.01
2014-07-09,227820838.16
2014-07-10,298648597.5
2014-07-11,305442334.88
2014-07-12,266152468.98
2014-07-13,294804948.4
2014-07-14,293876463.63
2014-07-15,321402455.42
2014-07-16,352712126.08
2014-07-17,360653563.77
2014-07-18,292064471.37
2014-07-19,313789018.06
2014-07-20,188895426.99
2014-07-21,183565917.12
2014-07-22,269652791.89
2014-07-23,235660722.75
2014-07-24,250498951.55
2014-07-25,321670674.52
2014-07-26,295277298.08
2014-07-27,184673445.08
2014-07-28,150792995.42
2014-07-29,284620398.74
2014-07-30,296249595.16
2014-07-31,229109063.55
2014-08-01,249664838.29
2014-08-02,267443648.15
2014-08-03,232884753.92
2014-08-04,240509494.71
2014-08-05,252954826.89
2014-08-06,363548667.36
2014-08-07,260018759.41
2014-08-08,249769786.73
2014-08-09,198795277.1
2014-08-10,210639675.34
2014-08-11,218678435.05
2014-08-12,313795148.56
2014-08-13,418975700.48
2014-08-14,375814454.35
2014-08-15,397973803.79
2014-08-16,372329242.55
2014-08-17,338933904.53
2014-08-18,256316225.5
2014-08-19,463736794.5
2014-08-20,300308313.24
2014-08-21,280603933.92
2014-08-22,398716454.9
2014-08-23,1622793113.59
2014-08-24,351501430.9
2014-08-25,209996527.08
2014-08-26,491373338.48
2014-08-27,904018261.39
2014-08-28,726985625.57
2014-08-29,367759780.12
2014-08-30,307020986.34
2014-08-31,290284035.53
2014-09-01,262004641.81
2014-09-02,326939762.19
2014-09-03,275735462.8
2014-09-04,231085554.72
2014-09-05,216536574.5
2014-09-06,250810141.87
2014-09-07,136355666.56
2014-09-08,179060686.23
2014-09-09,238870259.74
2014-09-10,242295767.12
2014-09-11,231186766.96
2014-09-12,211066959.44
2014-09-13,213527960.63
2014-09-14,152033747.05
2014-09-15,179876226.66
2014-09-16,213282740.35
2014-09-17,206902821.64
2014-09-18,206485597.72
2014-09-19,298666431.91
2014-09-20,285434376.28
2014-09-21,306370181.63
2014-09-22,314818128.36
2014-09-23,214730227.28
2014-09-24,350605489.81
2014-09-25,370495924.64
2014-09-26,278090297.37
2014-09-27,222027679.26
2014-09-28,205322907.18
2014-09-29,181188774.19
2014-09-30,267694475.96
2014-10-01,251337335.49
2014-10-02,262671196.21
2014-10-03,224840063.25
2014-10-04,263683465.49
2014-10-05,215372708.56
2014-10-06,291451471.62
2014-10-07,381781188.42
2014-10-08,274635562.8
2014-10-09,314148762.44
2014-10-10,352898389.21
2014-10-11,353996725.99
2014-10-12,213824355.68
2014-10-13,176790824.87
2014-10-14,294705341.72
2014-10-15,363138939.36
2014-10-16,465316722.2
2014-10-17,402217210.76
2014-10-18,341383596.91
2014-10-19,232354727.88
2014-10-20,178100546.49
2014-10-21,316067878.56
2014-10-22,218218298.06
2014-10-23,327368907.25
2014-10-24,392957530.29
2014-10-25,287470846.91
2014-10-26,280679277.71
2014-10-27,305670768.9
2014-10-28,381407762.56
2014-10-29,297002408.05
2014-10-30,273163272.46
2014-10-31,241217508.56
2014-11-01,429721664.4
2014-11-02,246947064.14
2014-11-03,157411936.5
2014-11-04,349760374.58
2014-11-05,379561791.9
2014-11-06,322857815.67
2014-11-07,267729556.41
2014-11-08,281165043.28
2014-11-09,197071237.92
2014-11-10,193917969.59
2014-11-11,353574092.39
2014-11-12,251251003.89
2014-11-13,490605669.44
2014-11-14,658933416.43
2014-11-15,382641192.33
2014-11-16,298459847.07
2014-11-17,284276085.24
2014-11-18,321097499.22
2014-11-19,372005640.08
2014-11-20,369929229.8
2014-11-21,360626229.7
2014-11-22,458471537.7
2014-11-23,276698709.66
2014-11-24,223643153.73
2014-11-25,305424518.93
2014-11-26,352684499.57
2014-11-27,393270122.39
2014-11-28,363469170.88
2014-11-29,505490623.77
2014-11-30,368425611.19
2014-12-01,377900488.44
2014-12-02,494497340.2
2014-12-03,530031633.6
2014-12-04,443406908.41
2014-12-05,409103778.44
2014-12-06,417710653.59
2014-12-07,226436779.24
2014-12-08,309363051.32
2014-12-09,605724709.13
2014-12-10,405327106.04
2014-12-11,460214633.8
2014-12-12,286138117.13
2014-12-13,338110896.37
2014-12-14,239756857.85
2014-12-15,221835834.44
2014-12-16,299921926.2
2014-12-17,328571756.17
2014-12-18,357206950.79
2014-12-19,356965600.7
2014-12-20,277574697.86
2014-12-21,232654074.52
2014-12-22,312169243.04
2014-12-23,328236592.25
2014-12-24,431239369.74
2014-12-25,240766341.7
2014-12-26,275830330.83
2014-12-27,235805204.45
2014-12-28,209894325.91
2014-12-29,216162000.99
2014-12-30,252991917.72
2014-12-31,332230321.98
2015-01-01,298995070.37
2015-01-02,151252351.08
2015-01-03,235246920.34
2015-01-04,260452608.34
2015-01-05,288782104
2015-01-06,309700491.27
2015-01-07,336256231.65
2015-01-08,373568488.94
2015-01-09,399966026.31
2015-01-10,351250184.08
2015-01-11,268438197.88
2015-01-12,330459103.41
2015-01-13,277990471.24
2015-01-14,415639772.18
2015-01-15,469268439.1
2015-01-16,530787015.9
2015-01-17,408407571.79
2015-01-18,217401028.78
2015-01-19,205767212.81
2015-01-20,219501247.55
2015-01-21,301552883.27
2015-01-22,306281285.32
2015-01-23,282840846.03
2015-01-24,240919941
2015-01-25,289853869.44
2015-01-26,234137193.65
2015-01-27,583538908.02
2015-01-28,299256248.01
2015-01-29,225555240.66
2015-01-30,230217121.25
2015-01-31,202448336.38
2015-02-01,177677387.35
2015-02-02,164004612.82
2015-02-03,236242355.69
2015-02-04,294328539.89
2015-02-05,268245879.13
2015-02-06,274127159.94
2015-02-07,206475217.22
2015-02-08,144749458.54
2015-02-09,141769018.11
2015-02-10,192825633.18
2015-02-11,182217913.5
2015-02-12,194047893.28
2015-02-13,164895505.96
2015-02-14,243511390
2015-02-15,186189416.08
2015-02-16,168809749.88
2015-02-17,168918663.09
2015-02-18,194298503.43
2015-02-19,199261623.73
2015-02-20,169189086.15
2015-02-21,194328991.47
2015-02-22,148365727.94
2015-02-23,111410269.37
2015-02-24,208456376.29
2015-02-25,167910871.74
2015-02-26,193797921.77
2015-02-27,278230925.9
2015-02-28,375390344.59
2015-03-01,159223706.35
2015-03-02,332361015.54
2015-03-03,515170545.98
2015-03-04,302088522.06
2015-03-05,250710480.21
2015-03-06,288580614.9
2015-03-07,224096445.69
2015-03-08,320461659.7
2015-03-09,621138757.96
2015-03-10,331047047.12
2015-03-11,318686909.54
2015-03-12,263713919.59
2015-03-13,307702505.79
2015-03-14,271064544.02
2015-03-15,227936042.45
2015-03-16,161149081.86
2015-03-17,277058665.36
2015-03-18,221460852.66
2015-03-19,408526669.64
2015-03-20,280591996.53
2015-03-21,211191516.52
2015-03-22,171246561.26
2015-03-23,132163374.94
2015-03-24,232521897.07
2015-03-25,240603068.82
2015-03-26,265432285.43
2015-03-27,249433591.71
2015-03-28,243850728.79
2015-03-29,160491295.63
2015-03-30,141583295.91
2015-03-31,207441914.66
2015-04-01,206326004.16
2015-04-02,267998202.47
2015-04-03,194139071.54
2015-04-04,194013585.96
2015-04-05,108752994.44
2015-04-06,120849711.72
2015-04-07,185811912.88
2015-04-08,211050678.6
2015-04-09,223064419.16
2015-04-10,213087084.46
2015-04-11,236505590.03
2015-04-12,146952895.7
2015-04-13,114787592.71
2015-04-14,218593596.82
2015-04-15,212027738.12
2015-04-16,181277561.02
2015-04-17,263191459.64
2015-04-18,253938177.22
2015-04-19,172416655.84
2015-04-20,242528753.79
2015-04-21,283922564.68
2015-04-22,288889482.6
2015-04-23,308608012.61
2015-04-24,271382332.86
2015-04-25,279331761.6
2015-04-26,217986189.57
2015-04-27,247310830.2
2015-04-28,293349762.53
2015-04-29,299529118.67
2015-04-30,292173410.88
2015-05-01,277831971.49
2015-05-02,293834096.28
2015-05-03,186578190.77
2015-05-04,195574163.02
2015-05-05,300497816.61
2015-05-06,286223131.63
2015-05-07,274369274.55
2015-05-08,304767900.89
2015-05-09,265702301.89
2015-05-10,220699385.13
2015-05-11,227175483.34
2015-05-12,281774705.68
2015-05-13,252617064.33
2015-05-14,273918084.78
2015-05-15,249139250.82
2015-05-16,221395040.31
2015-05-17,178715802.22
2015-05-18,150437059.52
2015-05-19,218952127.19
2015-05-20,290319768.65
2015-05-21,245454358.77
2015-05-22,223424925.41
2015-05-23,318578640.83
2015-05-24,221943470.95
2015-05-25,170148094.49
2015-05-26,226847387.87
2015-05-27,245914277.07
2015-05-28,269682116.69
2015-05-29,237976595.63
2015-05-30,258087647.99
2015-05-31,210602388.24
2015-06-01,218320457.25
2015-06-02,344965061.85
2015-06-03,316203726.35
2015-06-04,315853763.19
2015-06-05,272914955.09
2015-06-06,319326796.13
2015-06-07,246879153.87
2015-06-08,215330394.57
2015-06-09,266668168.15
2015-06-10,293627284.45
2015-06-11,295032750.3
2015-06-12,289963003.57
2015-06-13,313806806.41
