Date,Miner Revenue Value
2012-08-26,72556.24
2012-08-27,94819.22
2012-08-28,79342.14
2012-08-29,82870.05
2012-08-30,91485.79
2012-08-31,83168.33
2012-09-01,71364.21
2012-09-02,81664.02
2012-09-03,83363.55
2012-09-04,82160.48
2012-09-05,79396.31
2012-09-06,97393.75
2012-09-07,94674.22
2012-09-08,93294.59
2012-09-09,80072.13
2012-09-10,87855.21
2012-09-11,83510.54
2012-09-12,82060.55
2012-09-13,87723.48
2012-09-14,74061.19
2012-09-15,94439.38
2012-09-16,84487.5
2012-09-17,96286.95
2012-09-18,99969.05
2012-09-19,101468.97
2012-09-20,88393.04
2012-09-21,94553.1
2012-09-22,103941.96
2012-09-23,96037.18
2012-09-24,95729
2012-09-25,92828.54
2012-09-26,84491.91
2012-09-27,85979.59
2012-09-28,99210.03
2012-09-29,98308.76
2012-09-30,104163.91
2012-10-01,98562.6
2012-10-02,81494.03
2012-10-03,92799.71
2012-10-04,85361.98
2012-10-05,85794.52
2012-10-06,86766.41
2012-10-07,96155.17
2012-10-08,74557.28
2012-10-09,102577.52
2012-10-10,85009.25
2012-10-11,90206.39
2012-10-12,82855.82
2012-10-13,89717.99
2012-10-14,87942.18
2012-10-15,75261.99
2012-10-16,99629.05
2012-10-17,91580.81
2012-10-18,84859.7
2012-10-19,93463.51
2012-10-20,79292.51
2012-10-21,92638.48
2012-10-22,93100.8
2012-10-23,91907.12
2012-10-24,76225.62
2012-10-25,94536.96
2012-10-26,78182.18
2012-10-27,84916.24
2012-10-28,90691.08
2012-10-29,87951.62
2012-10-30,83848.86
2012-10-31,77118.48
2012-11-01,79083.25
2012-11-02,74342.43
2012-11-03,75354.07
2012-11-04,77145.19
2012-11-05,83413.88
2012-11-06,85876.9
2012-11-07,73319.86
2012-11-08,86036.16
2012-11-09,84199.8
2012-11-10,82367.53
2012-11-11,78423.59
2012-11-12,79200.26
2012-11-13,72533.12
2012-11-14,76798.78
2012-11-15,78413.73
2012-11-16,76716.66
2012-11-17,84474.77
2012-11-18,82189.87
2012-11-19,85519.97
2012-11-20,86020.87
2012-11-21,87147.35
2012-11-22,89423.83
2012-11-23,87752.85
2012-11-24,100566.65
2012-11-25,93736.44
2012-11-26,91097.79
2012-11-27,97211.42
2012-11-28,90751.27
2012-11-29,86501.1
2012-11-30,51902.46
2012-12-01,39638.16
2012-12-02,52676.37
2012-12-03,44947.68
2012-12-04,46467.02
2012-12-05,37202.13
2012-12-06,40988.02
2012-12-07,46334.12
2012-12-08,43612.34
2012-12-09,46635.67
2012-12-10,42220.42
2012-12-11,48467.36
2012-12-12,49100.23
2012-12-13,44724.24
2012-12-14,45372.89
2012-12-15,36204.19
2012-12-16,39403.42
2012-12-17,37367.21
2012-12-18,44792.03
2012-12-19,41899.26
2012-12-20,48161.95
2012-12-21,35969.02
2012-12-22,42897.16
2012-12-23,51559.63
2012-12-24,40812.09
2012-12-25,44485.36
2012-12-26,41651.16
2012-12-27,51817.92
2012-12-28,52559.08
2012-12-29,57072.97
2012-12-30,48792.36
2012-12-31,56097.61
2013-01-01,53502.06
2013-01-02,54012.61
2013-01-03,51206.82
2013-01-04,54502.46
2013-01-05,51991.59
2013-01-06,47657.69
2013-01-07,49226.33
2013-01-08,57188.7
2013-01-09,46033.17
2013-01-10,45329.82
2013-01-11,53914.04
2013-01-12,41968.35
2013-01-13,43790.54
2013-01-14,47374.74
2013-01-15,57176.19
2013-01-16,43526.04
2013-01-17,48468.38
2013-01-18,43162.88
2013-01-19,47926.79
2013-01-20,62230.7
2013-01-21,51396.62
2013-01-22,55211.26
2013-01-23,62621.32
2013-01-24,55431.75
2013-01-25,68346.14
2013-01-26,59252.5
2013-01-27,68778.32
2013-01-28,67639.37
2013-01-29,68841.43
2013-01-30,78054.33
2013-01-31,75606.81
2013-02-01,100546.7
2013-02-02,77021.11
2013-02-03,76382.14
2013-02-04,97040.24
2013-02-05,84447.54
2013-02-06,86718.07
2013-02-07,77757.48
2013-02-08,85336.98
2013-02-09,87896.93
2013-02-10,85073.92
2013-02-11,96219.46
2013-02-12,97874.8
2013-02-13,88927.64
2013-02-14,110436.89
2013-02-15,101194.85
2013-02-16,122391.66
2013-02-17,129810.9
2013-02-18,125954.21
2013-02-19,111975.26
2013-02-20,116425.96
2013-02-21,144320.35
2013-02-22,132437.89
2013-02-23,130908.75
2013-02-24,123315.37
2013-02-25,117587.23
2013-02-26,157083.08
2013-02-27,129696.73
2013-02-28,151994.22
2013-03-01,142900.56
2013-03-02,132916.04
2013-03-03,124940.63
2013-03-04,139164.64
2013-03-05,161781.5
2013-03-06,144917.87
2013-03-07,177592.48
2013-03-08,169768.67
2013-03-09,176380.26
2013-03-10,196956.94
2013-03-11,214634.02
2013-03-12,199118.1
2013-03-13,151672.86
2013-03-14,185315.34
2013-03-15,212811.08
2013-03-16,209319.73
2013-03-17,206108.65
2013-03-18,247526.38
2013-03-19,237666.62
2013-03-20,245625.06
2013-03-21,344486.52
2013-03-22,386758.4
2013-03-23,407521.13
2013-03-24,345498.74
2013-03-25,335180.45
2013-03-26,282844.91
2013-03-27,297127.61
2013-03-28,292609.56
2013-03-29,407033.61
2013-03-30,394664.38
2013-03-31,427564.49
2013-04-01,395798.34
2013-04-02,508707.89
2013-04-03,513790.87
2013-04-04,580661.56
2013-04-05,549684.72
2013-04-06,564073.03
2013-04-07,582384.84
2013-04-08,655532.32
2013-04-09,723447.09
2013-04-10,883299.94
2013-04-11,799009.47
2013-04-12,457514.04
2013-04-13,419933.57
2013-04-14,423576.25
2013-04-15,362339.95
2013-04-16,359805.45
2013-04-17,301259.15
2013-04-18,387038.78
2013-04-19,375428.38
2013-04-20,418658.52
2013-04-21,485160.52
2013-04-22,524252.17
2013-04-23,481674.01
2013-04-24,585658.01
2013-04-25,604341.13
2013-04-26,624634.67
2013-04-27,577958.05
2013-04-28,477797.46
2013-04-29,594032.26
2013-04-30,592678.5
2013-05-01,520904.84
2013-05-02,448783.67
2013-05-03,359163.29
2013-05-04,325621.64
2013-05-05,445706.03
2013-05-06,480611.32
2013-05-07,484985.79
2013-05-08,456989.89
2013-05-09,472702.15
2013-05-10,470268.68
2013-05-11,513255.66
2013-05-12,531066.31
2013-05-13,486557.46
2013-05-14,516343.3
2013-05-15,445792.21
2013-05-16,397932.5
2013-05-17,436893.52
2013-05-18,496187.02
2013-05-19,458754.74
2013-05-20,475231.01
2013-05-21,395025.93
2013-05-22,463779.31
2013-05-23,480142.92
2013-05-24,549421.29
2013-05-25,557142.18
2013-05-26,546207.42
2013-05-27,547786.44
2013-05-28,573077.52
2013-05-29,512689.48
2013-05-30,549579
2013-05-31,582723.73
2013-06-01,566418.39
2013-06-02,689730.99
2013-06-03,612118.67
2013-06-04,641562
2013-06-05,649966.43
2013-06-06,566943.52
2013-06-07,545128.64
2013-06-08,454199.06
2013-06-09,491365.35
2013-06-10,398951.01
2013-06-11,461335.44
2013-06-12,489949.82
2013-06-13,556143.05
2013-06-14,489887.04
2013-06-15,455117.06
2013-06-16,436680.46
2013-06-17,464956.24
2013-06-18,370678.73
2013-06-19,376230.48
2013-06-20,368951.57
2013-06-21,434208.88
2013-06-22,458953.72
2013-06-23,473816.18
2013-06-24,430288.24
2013-06-25,384393.85
2013-06-26,407632.2
2013-06-27,450932.61
2013-06-28,424433.99
2013-06-29,397844.76
2013-06-30,402635.05
2013-07-01,367282.95
2013-07-02,345033.41
2013-07-03,339892.37
2013-07-04,362136.76
2013-07-05,325158.77
2013-07-06,318581.12
2013-07-07,320101.13
2013-07-08,332127.88
2013-07-09,375944.83
2013-07-10,348268.84
2013-07-11,402866.3
2013-07-12,387056.98
2013-07-13,357090.98
2013-07-14,363116.96
2013-07-15,399297.5
2013-07-16,392819.66
2013-07-17,387300.44
2013-07-18,429143.95
2013-07-19,354685.66
2013-07-20,382310.44
2013-07-21,410691.69
2013-07-22,433886.52
2013-07-23,362812.14
2013-07-24,316975.8
2013-07-25,360499.88
2013-07-26,337247.19
2013-07-27,380243.5
2013-07-28,415669.19
2013-07-29,402832.29
2013-07-30,431040.05
2013-07-31,485053.74
2013-08-01,486016.32
2013-08-02,442199.72
2013-08-03,478162.77
2013-08-04,422243.25
2013-08-05,448813.62
2013-08-06,472386.72
2013-08-07,482113.7
2013-08-08,458952.05
2013-08-09,500856.45
2013-08-10,469166.29
2013-08-11,504036.91
2013-08-12,532608.27
2013-08-13,540028.71
2013-08-14,466064.64
2013-08-15,441375.41
2013-08-16,441275.8
2013-08-17,429793.36
2013-08-18,498120.25
2013-08-19,511726.96
2013-08-20,483576.32
2013-08-21,533073.57
2013-08-22,561565.29
2013-08-23,614075.92
2013-08-24,548695.77
2013-08-25,518037.16
2013-08-26,430530.61
2013-08-27,479511.2
2013-08-28,520553.17
2013-08-29,573347.03
2013-08-30,573018.29
2013-08-31,660631.33
2013-09-01,752946.48
2013-09-02,731992.81
2013-09-03,716409.36
2013-09-04,646686.77
2013-09-05,519809.19
2013-09-06,551101.56
2013-09-07,562792.17
2013-09-08,441424.61
2013-09-09,478344.57
2013-09-10,637857.83
2013-09-11,607573.98
2013-09-12,647880.26
2013-09-13,699484.53
2013-09-14,664155.17
2013-09-15,696661.36
2013-09-16,584085.69
2013-09-17,497642.41
2013-09-18,619819.8
2013-09-19,547599.68
2013-09-20,615753.2
2013-09-21,634876.05
2013-09-22,597966.57
2013-09-23,643470.3
2013-09-24,662029.65
2013-09-25,671219.13
2013-09-26,659224.11
2013-09-27,520515.17
2013-09-28,588544.39
2013-09-29,591834.7
2013-09-30,554697.03
2013-10-01,532438.65
2013-10-02,602014.85
2013-10-03,535933.8
2013-10-04,615655.41
2013-10-05,570578.36
2013-10-06,683062.13
2013-10-07,582907.41
2013-10-08,490701.48
2013-10-09,517292.17
2013-10-10,573092.54
2013-10-11,624500.1
2013-10-12,618462.18
2013-10-13,711425.68
2013-10-14,752102.98
2013-10-15,869129.69
2013-10-16,925898.99
2013-10-17,776204.88
2013-10-18,623474.45
2013-10-19,766081.16
2013-10-20,940107.03
2013-10-21,857327.76
2013-10-22,976075.17
2013-10-23,1205718.94
2013-10-24,1113282.86
2013-10-25,1006222.33
2013-10-26,1052352.71
2013-10-27,854882.44
2013-10-28,855449.46
2013-10-29,860822.86
2013-10-30,812955.76
2013-10-31,974394.7
2013-11-01,1090315.58
2013-11-02,1063974.72
2013-11-03,1035874.58
2013-11-04,1026333.62
2013-11-05,1121684.66
2013-11-06,1147287.8
2013-11-07,1130740.72
2013-11-08,1098822.8
2013-11-09,1153852.97
2013-11-10,1270045.45
2013-11-11,1449243.87
2013-11-12,1610723.4
2013-11-13,1810367.04
2013-11-14,1715561.91
2013-11-15,1902688.14
2013-11-16,1904155.19
2013-11-17,2164445.87
2013-11-18,2355007.82
2013-11-19,2568716.48
2013-11-20,2209945.14
2013-11-21,2657120.42
2013-11-22,2623581.23
2013-11-23,3338889.05
2013-11-24,3283873.56
2013-11-25,3261060.04
2013-11-26,3706415.18
2013-11-27,3607940.99
2013-11-28,4197255.66
2013-11-29,4780608.55
2013-11-30,4797094.14
2013-12-01,4840065.02
2013-12-02,4656783.34
2013-12-03,4122989.84
2013-12-04,5424772.22
2013-12-05,4688937.05
2013-12-06,4239742.88
2013-12-07,4051655.38
2013-12-08,3586277.41
2013-12-09,3995265
2013-12-10,3964504.16
2013-12-11,4561822.45
2013-12-12,3616498
2013-12-13,3657195.7
2013-12-14,3848490.07
2013-12-15,4263188.19
2013-12-16,3585434.41
2013-12-17,3563198.97
2013-12-18,3172965.34
2013-12-19,2808098.56
2013-12-20,3933096.03
2013-12-21,2797090.86
2013-12-22,2519478.41
2013-12-23,2666594.7
2013-12-24,2844058.09
2013-12-25,2835018.74
2013-12-26,2852134.13
2013-12-27,3434099.72
2013-12-28,3388472.07
2013-12-29,2728884.12
2013-12-30,3128849.69
2013-12-31,3285955.17
2014-01-01,3508569.22
2014-01-02,3960032.15
2014-01-03,2729782.94
2014-01-04,3308819.05
2014-01-05,3058457.85
2014-01-06,4632340.93
2014-01-07,4395585.74
2014-01-08,3741754.63
2014-01-09,4083293.81
2014-01-10,4373274.85
2014-01-11,4162806.05
2014-01-12,4723065.97
2014-01-13,4448779.61
2014-01-14,3582604.21
2014-01-15,3391901.89
2014-01-16,3999607.36
2014-01-17,3919976.1
2014-01-18,3119117.03
2014-01-19,3653740.86
2014-01-20,3623537.98
2014-01-21,4278342.47
2014-01-22,3626722.65
2014-01-23,4109759.27
2014-01-24,3703980.52
2014-01-25,3816705.42
2014-01-26,3536418.16
2014-01-27,3384653.93
2014-01-28,3434847.88
2014-01-29,3190343.64
2014-01-30,3134258.27
2014-01-31,3629128.18
2014-02-01,3818468.3
2014-02-02,4009259.35
2014-02-03,3873803.61
2014-02-04,3673387.43
2014-02-05,3630295.44
2014-02-06,3435914.19
2014-02-07,3586325.86
2014-02-08,2784771.63
2014-02-09,3104837.37
2014-02-10,2380617.71
2014-02-11,2636624.76
2014-02-12,2724379.44
2014-02-13,2919390.87
2014-02-14,2744792.19
2014-02-15,3159218.87
2014-02-16,3039127.87
2014-02-17,2974075.11
2014-02-18,2435967.77
2014-02-19,2513867.85
2014-02-20,3121025.51
2014-02-21,2497686.21
2014-02-22,2167025.16
2014-02-23,2710151.41
2014-02-24,2503842.77
2014-02-25,2621022.73
2014-02-26,2139298.91
2014-02-27,2681186.95
2014-02-28,2729944.61
2014-03-01,2579420.28
2014-03-02,2043096.21
2014-03-03,1956708.91
2014-03-04,2461898.54
2014-03-05,2488498.03
2014-03-06,2565953.52
2014-03-07,2858391.21
2014-03-08,2612298
2014-03-09,2594587.92
2014-03-10,2858515.9
2014-03-11,2343803.41
2014-03-12,2651891.23
2014-03-13,2893256.79
2014-03-14,2597784.2
2014-03-15,2096472.1
2014-03-16,2602964.34
2014-03-17,2703386.39
2014-03-18,2515196.74
2014-03-19,2246630.56
2014-03-20,2448280.46
2014-03-21,2591050.9
2014-03-22,2697509.15
2014-03-23,2399383.14
2014-03-24,3025116.27
2014-03-25,2709157.35
2014-03-26,2221642
2014-03-27,2318635.24
2014-03-28,2225489.57
2014-03-29,2186674.27
2014-03-30,2179587.3
2014-03-31,1622599.23
2014-04-01,2065049.37
2014-04-02,2052269.45
2014-04-03,2217649.06
2014-04-04,2263372.63
2014-04-05,2189778.17
2014-04-06,1960969.82
2014-04-07,1742750.93
2014-04-08,1703842.25
2014-04-09,1516748.99
2014-04-10,1769639.82
2014-04-11,1503963.81
2014-04-12,1757036.93
2014-04-13,1702522.05
2014-04-14,1937806.04
2014-04-15,2252941.34
2014-04-16,2287916
2014-04-17,2069421.56
2014-04-18,2113540.84
2014-04-19,1930431.64
2014-04-20,1979743.39
2014-04-21,2224832.37
2014-04-22,2120907.99
2014-04-23,1890564.47
2014-04-24,2015004.27
2014-04-25,1824226.34
2014-04-26,2104965.4
2014-04-27,1870143.19
2014-04-28,1954010.66
2014-04-29,1674974.4
2014-04-30,1900698.08
2014-05-01,1534149.34
2014-05-02,2007496.84
2014-05-03,1808947.04
2014-05-04,1552633.26
2014-05-05,1645222.96
2014-05-06,1351486.16
2014-05-07,2079926.47
2014-05-08,1747726.01
2014-05-09,1835588.67
2014-05-10,1903515.99
2014-05-11,2024672.95
2014-05-12,1673932.6
2014-05-13,1805471.9
2014-05-14,1778565.47
2014-05-15,1667550.25
2014-05-16,1918893.99
2014-05-17,2013659.74
2014-05-18,1934953.74
2014-05-19,1917065.91
2014-05-20,1939087.36
2014-05-21,2123738.47
2014-05-22,2152010.11
2014-05-23,2232489.15
2014-05-24,2169117.22
2014-05-25,2067016.51
2014-05-26,2285468.05
2014-05-27,2304307.8
2014-05-28,1956413.37
2014-05-29,2424029.36
2014-05-30,2063752.42
2014-05-31,2543689.45
2014-06-01,2283520.63
2014-06-02,2796714.99
2014-06-03,3116367.39
2014-06-04,2948929.78
2014-06-05,2901108.9
2014-06-06,2494106.67
2014-06-07,2268047.26
2014-06-08,2535031.23
2014-06-09,2208750.24
2014-06-10,2538696.22
2014-06-11,2727521.21
2014-06-12,2332946.01
2014-06-13,2611060.46
2014-06-14,2423854.84
2014-06-15,2545474.47
2014-06-16,2743353.12
2014-06-17,2800112.95
2014-06-18,2776491.32
2014-06-19,2391460.11
2014-06-20,2511081.73
2014-06-21,2755023.32
2014-06-22,2757281.83
2014-06-23,2701426.99
2014-06-24,2591922.56
2014-06-25,2752582.04
2014-06-26,2656578.63
2014-06-27,2482060.6
2014-06-28,2941761.99
2014-06-29,2764513.33
2014-06-30,2345409.19
2014-07-01,2090094.26
2014-07-02,2158025.6
2014-07-03,2231564.41
2014-07-04,2226085.73
2014-07-05,2631900.71
2014-07-06,2397811.92
2014-07-07,2255775.89
2014-07-08,2345155.14
2014-07-09,2341973.56
2014-07-10,2595002.38
2014-07-11,2307785.22
2014-07-12,2456358.52
2014-07-13,2488497.28
2014-07-14,2509608.58
2014-07-15,2103217.57
2014-07-16,2478549.92
2014-07-17,2231893.88
2014-07-18,2679508.7
2014-07-19,2693103.56
2014-07-20,2782806.31
2014-07-21,2420855.96
2014-07-22,2409854.16
2014-07-23,2210641.58
2014-07-24,2243874.91
2014-07-25,2161568.91
2014-07-26,2451998.09
2014-07-27,1998747.57
2014-07-28,2270417.89
2014-07-29,2195063.69
2014-07-30,2177298.39
2014-07-31,2461435.25
2014-08-01,2233602.77
2014-08-02,2338419.53
2014-08-03,2399653.76
2014-08-04,2258861.72
2014-08-05,1885636.49
2014-08-06,1978296.01
2014-08-07,2398405.55
2014-08-08,2352129.43
2014-08-09,2340769.02
2014-08-10,2682079.41
2014-08-11,2614390.02
2014-08-12,2641020.55
2014-08-13,2422202.84
2014-08-14,1993911.27
2014-08-15,2325940.14
2014-08-16,2066223.71
2014-08-17,2021371.79
2014-08-18,2128982.56
2014-08-19,2310125.08
2014-08-20,2245341.85
2014-08-21,2135594.43
2014-08-22,2150109.43
2014-08-23,2015735.29
2014-08-24,2032343.7
2014-08-25,1860878.23
2014-08-26,1729320
2014-08-27,2215848.1
2014-08-28,2156292.25
2014-08-29,2207220.54
2014-08-30,2168099.55
2014-08-31,2291568.26
2014-09-01,2271783.07
2014-09-02,1631992.23
2014-09-03,1761377.41
2014-09-04,2020350.15
2014-09-05,1931615.71
2014-09-06,1757584.34
2014-09-07,2166349.33
2014-09-08,1876245.41
2014-09-09,1707189.2
2014-09-10,1725694.17
2014-09-11,1893197.37
2014-09-12,2025722.47
2014-09-13,1831611.28
2014-09-14,2168179.88
2014-09-15,1890565.65
2014-09-16,1877644.5
2014-09-17,1953322.35
2014-09-18,2120715.56
2014-09-19,1914784.39
2014-09-20,1708284.79
2014-09-21,1799580.34
2014-09-22,1664646.83
2014-09-23,1674544.67
2014-09-24,1599898.02
2014-09-25,1663664.48
2014-09-26,1770097.74
2014-09-27,1357884.93
2014-09-28,1346965.9
2014-09-29,1252608
2014-09-30,1294782.18
2014-10-01,1476097.85
2014-10-02,1450773.8
2014-10-03,1301352.74
2014-10-04,1326085.45
2014-10-05,1293685.17
2014-10-06,1334972.78
2014-10-07,1347388.5
2014-10-08,1113139.73
2014-10-09,1248490.36
2014-10-10,1360451.37
2014-10-11,1398320.11
2014-10-12,1322600.97
2014-10-13,1372239.58
2014-10-14,1490223.35
2014-10-15,1333621.72
2014-10-16,1486632.68
2014-10-17,1417377.64
2014-10-18,1355753.86
2014-10-19,1593361.35
2014-10-20,1295862.71
2014-10-21,1310863.8
2014-10-22,1451889.04
2014-10-23,1522941.07
2014-10-24,1372652.64
2014-10-25,1422450.38
2014-10-26,1353829.89
2014-10-27,1098698.91
2014-10-28,1405295.67
2014-10-29,1225554.77
2014-10-30,1323174.8
2014-10-31,1458703.04
2014-11-01,1584569.96
2014-11-02,1301342.82
2014-11-03,1261332.32
2014-11-04,1384655.15
2014-11-05,1332906.39
2014-11-06,1181124.93
2014-11-07,1340225.61
2014-11-08,1290821.01
2014-11-09,1320494.11
2014-11-10,1346217.64
2014-11-11,1382344.27
2014-11-12,1187575.36
2014-11-13,1526978.31
2014-11-14,1524042.01
2014-11-15,1532846.44
2014-11-16,1333290.15
2014-11-17,1455299.65
2014-11-18,1405366.64
2014-11-19,1454723.71
2014-11-20,1333956.92
2014-11-21,1252436.24
2014-11-22,1118831.89
2014-11-23,1371648.3
2014-11-24,1293270.07
2014-11-25,1395213.02
2014-11-26,1251609.73
2014-11-27,1270529.42
2014-11-28,1307904.06
2014-11-29,1391940.53
2014-11-30,1481115.96
2014-12-01,1515269.93
2014-12-02,1237892.25
2014-12-03,1435620.41
2014-12-04,1099941.2
2014-12-05,1364072
2014-12-06,1457589.01
2014-12-07,1288903.98
2014-12-08,1186434.64
2014-12-09,1495979.85
2014-12-10,1255347.89
2014-12-11,1248533.48
2014-12-12,1299108.73
2014-12-13,1245324.93
2014-12-14,1271666.76
2014-12-15,1242037.41
2014-12-16,1204276.81
2014-12-17,1187097.96
2014-12-18,1031361.78
2014-12-19,1011863.76
2014-12-20,1083481.92
2014-12-21,1099257.67
2014-12-22,1068166.06
2014-12-23,1357942.25
2014-12-24,1260048.42
2014-12-25,1247358.35
2014-12-26,1260959.35
2014-12-27,1245598.27
2014-12-28,1208236.06
2014-12-29,1341704.74
2014-12-30,1294103.68
2014-12-31,1204395.62
2015-01-01,1207768.67
2015-01-02,1302907.72
2015-01-03,1303386.15
2015-01-04,1190521.05
2015-01-05,1174085.03
2015-01-06,1062763.18
2015-01-07,1120937.7
2015-01-08,1031016.45
2015-01-09,1059950.76
2015-01-10,977664
2015-01-11,1022760.39
2015-01-12,1045648.79
2015-01-13,963535.76
2015-01-14,748496.91
2015-01-15,699472.84
2015-01-16,791756.23
2015-01-17,728657.55
2015-01-18,693357.15
2015-01-19,802564.29
2015-01-20,779712.14
2015-01-21,627078.98
2015-01-22,822319.73
2015-01-23,787404.06
2015-01-24,723619.17
2015-01-25,778558.58
2015-01-26,786287.02
2015-01-27,874243.75
2015-01-28,979091.61
2015-01-29,989660.98
2015-01-30,954182.69
2015-01-31,792533.93
2015-02-01,930960.45
2015-02-02,868704.77
2015-02-03,919555.01
2015-02-04,730346.27
2015-02-05,903607.01
2015-02-06,872648.77
2015-02-07,985279.04
2015-02-08,905801.12
2015-02-09,740430.42
2015-02-10,891175.45
2015-02-11,794325.99
2015-02-12,873301.73
2015-02-13,661318.96
2015-02-14,867894.52
2015-02-15,1010656.35
2015-02-16,841939.95
2015-02-17,925383.9
2015-02-18,903299.09
2015-02-19,996267.62
2015-02-20,998076.05
2015-02-21,963547.44
2015-02-22,870828.37
2015-02-23,900646.56
2015-02-24,852461.56
2015-02-25,772228.26
2015-02-26,947573.89
2015-02-27,889290.19
2015-02-28,963695.5
2015-03-01,916670.87
2015-03-02,890730.89
2015-03-03,1062656.18
2015-03-04,1109771.55
2015-03-05,969817.48
2015-03-06,907092.43
2015-03-07,1015380.89
2015-03-08,969561.67
2015-03-09,1076276.72
2015-03-10,1036109.5
2015-03-11,1115501.94
2015-03-12,1140758.62
2015-03-13,969885.81
2015-03-14,1054573.01
2015-03-15,929785.75
2015-03-16,1011984.24
2015-03-17,1015067.03
2015-03-18,923751.89
2015-03-19,1017764.66
2015-03-20,895053.69
2015-03-21,882779.92
2015-03-22,985031.84
2015-03-23,945804.73
2015-03-24,968621.42
2015-03-25,1085355.34
2015-03-26,1000926.92
2015-03-27,927156.15
2015-03-28,1061482.74
2015-03-29,936097.2
2015-03-30,935972.83
2015-03-31,882703.6
2015-04-01,921487.49
2015-04-02,813714.1
2015-04-03,1047136.6
2015-04-04,929893.56
2015-04-05,971244.09
2015-04-06,958087.49
2015-04-07,810152.54
2015-04-08,970374.12
2015-04-09,775145.29
2015-04-10,805311.7
2015-04-11,905440.91
2015-04-12,831295.49
2015-04-13,759831.43
2015-04-14,892348.95
2015-04-15,824475.98
2015-04-16,680630.07
2015-04-17,790704.31
2015-04-18,707761.56
2015-04-19,817018.96
2015-04-20,820881.68
2015-04-21,867713.16
2015-04-22,883007.27
2015-04-23,898194.45
2015-04-24,768396.01
2015-04-25,714998.32
2015-04-26,951240.25
2015-04-27,790825.15
2015-04-28,773112.35
2015-04-29,866902.77
2015-04-30,730467.98
2015-05-01,791386.19
2015-05-02,869784.11
2015-05-03,868205.47
2015-05-04,851502.04
2015-05-05,767614.79
2015-05-06,912821.3
2015-05-07,942797.25
2015-05-08,835574.23
2015-05-09,915247.1
2015-05-10,782531.23
2015-05-11,780438.62
2015-05-12,961427.35
2015-05-13,910767.02
2015-05-14,978063.74
2015-05-15,921714.81
2015-05-16,877786.21
2015-05-17,784969.92
2015-05-18,1016558.24
2015-05-19,849763.07
2015-05-20,765178.67
2015-05-21,853231.2
2015-05-22,917282.77
2015-05-23,830461.16
2015-05-24,674496.8
2015-05-25,881203.47
2015-05-26,842659.6
2015-05-27,859781.81
2015-05-28,823548.3
2015-05-29,788843.93
2015-05-30,910042.89
2015-05-31,798916.77
2015-06-01,866634.84
2015-06-02,746304.4
2015-06-03,850175.84
2015-06-04,806763.72
2015-06-05,798413.4
2015-06-06,781401.33
2015-06-07,1009292.57
2015-06-08,838678.21
2015-06-09,901244.73
2015-06-10,873002.37
2015-06-11,975008.1
2015-06-12,781652.93
2015-06-13,824284.58
2015-06-14,937842.33
2015-06-15,870152.13
2015-06-16,857819.28
2015-06-17,733172.85
2015-06-18,995075.39
2015-06-19,974655.26
2015-06-20,911725.31
2015-06-21,823744.33
2015-06-22,760424.58
2015-06-23,950435.15
2015-06-24,861730.59
2015-06-25,948549.02
2015-06-26,927672.24
2015-06-27,939923.06
2015-06-28,807109.11
2015-06-29,889797.6
2015-06-30,897121.24
2015-07-01,958976.07
2015-07-02,879590.76
2015-07-03,992039.7
2015-07-04,1046683.66
2015-07-05,988894.98
2015-07-06,959580.63
2015-07-07,1237180.39
2015-07-08,904348.72
2015-07-09,1119238.49
2015-07-10,906761.94
2015-07-11,1108171.02
2015-07-12,1092346.03
2015-07-13,1050321.19
2015-07-14,1079511.85
2015-07-15,1049577.67
2015-07-16,1109334.2
2015-07-17,942813.19
2015-07-18,1028383.89
2015-07-19,1039754.53
2015-07-20,1045637.19
2015-07-21,1093449.67
2015-07-22,889002.58
2015-07-23,1072694.33
2015-07-24,988106.53
2015-07-25,1214954.54
2015-07-26,1115962.67
2015-07-27,1055567.11
2015-07-28,1099468.25
2015-07-29,1000759.22
2015-07-30,1123688.3
2015-07-31,967045.94
2015-08-01,1086573.18
2015-08-02,1098842.98
2015-08-03,1068077.97
2015-08-04,1116987.91
2015-08-05,978201.6
2015-08-06,949215.32
2015-08-07,1009344.53
2015-08-08,952168.75
2015-08-09,1084207.12
2015-08-10,942180.38
2015-08-11,1111124.49
2015-08-12,1092479.73
2015-08-13,844804.98
2015-08-14,980003.08
2015-08-15,950018.05
2015-08-16,909144.27
2015-08-17,897575.72
2015-08-18,932765.59
2015-08-19,858080.36
2015-08-20,902944.66
2015-08-21,883624.86
2015-08-22,966891.73
2015-08-23,903305.53
2015-08-24,769998.04
2015-08-25,839794.6
2015-08-26,744734.85
2015-08-27,916686.64
2015-08-28,781380.2
2015-08-29,898379.04
2015-08-30,925312.37
2015-08-31,862433.67
2015-09-01,910885.3
2015-09-02,888881.57
2015-09-03,928649.65
2015-09-04,839117.67
2015-09-05,904736.02
2015-09-06,867146.89
2015-09-07,869879.75
2015-09-08,920678.86
2015-09-09,834590.25
2015-09-10,901429.11
2015-09-11,1028322.04
2015-09-12,950689.4
2015-09-13,805686.91
2015-09-14,880340.37
2015-09-15,882185.29
2015-09-16,928172.8
2015-09-17,821759.69
2015-09-18,845084.54
2015-09-19,862486.94
2015-09-20,730275.51
2015-09-21,746286.11
2015-09-22,762918.1
2015-09-23,911034.7
2015-09-24,917936.43
2015-09-25,825950.75
