Date,Fees Value
2012-11-01,243.25
2012-11-02,225.43
2012-11-03,279.07
2012-11-04,203.19
2012-11-05,203.88
2012-11-06,276.9
2012-11-07,284.86
2012-11-08,314.16
2012-11-09,269.8
2012-11-10,211.53
2012-11-11,231.59
2012-11-12,187.76
2012-11-13,197.12
2012-11-14,218.78
2012-11-15,264.23
2012-11-16,352.66
2012-11-17,374.77
2012-11-18,289.87
2012-11-19,328.97
2012-11-20,318.87
2012-11-21,343.85
2012-11-22,351.83
2012-11-23,272.85
2012-11-24,321.65
2012-11-25,267.44
2012-11-26,358.79
2012-11-27,342.42
2012-11-28,989.27
2012-11-29,541.1
2012-11-30,359.46
2012-12-01,294.41
2012-12-02,321.87
2012-12-03,188.68
2012-12-04,235.52
2012-12-05,382.13
2012-12-06,362.02
2012-12-07,404.87
2012-12-08,332.84
2012-12-09,336.67
2012-12-10,325.42
2012-12-11,419.36
2012-12-12,428.23
2012-12-13,394.24
2012-12-14,603.64
2012-12-15,429.19
2012-12-16,340.42
2012-12-17,376.46
2012-12-18,438.03
2012-12-19,524.26
2012-12-20,485.45
2012-12-21,406.02
2012-12-22,498.16
2012-12-23,534.13
2012-12-24,430.09
2012-12-25,364.36
2012-12-26,328.16
2012-12-27,381.92
2012-12-28,494.08
2012-12-29,500.22
2012-12-30,408.36
2012-12-31,446.11
2013-01-01,335.06
2013-01-02,350.11
2013-01-03,410.82
2013-01-04,515.96
2013-01-05,507.09
2013-01-06,422.69
2013-01-07,470.08
2013-01-08,488.7
2013-01-09,447.42
2013-01-10,447.32
2013-01-11,2170.04
2013-01-12,608.85
2013-01-13,511.04
2013-01-14,558.74
2013-01-15,499.19
2013-01-16,480.29
2013-01-17,587.88
2013-01-18,594.38
2013-01-19,585.54
2013-01-20,1015.7
2013-01-21,501.62
2013-01-22,497.26
2013-01-23,593.32
2013-01-24,747.75
2013-01-25,759.14
2013-01-26,719.25
2013-01-27,840.32
2013-01-28,821.87
2013-01-29,817.18
2013-01-30,950.33
2013-01-31,675.06
2013-02-01,1006.95
2013-02-02,1058.86
2013-02-03,1450.39
2013-02-04,1064.24
2013-02-05,930.54
2013-02-06,880.07
2013-02-07,669.48
2013-02-08,1098.98
2013-02-09,1109.68
2013-02-10,1061.42
2013-02-11,1068.46
2013-02-12,1202.8
2013-02-13,1218.64
2013-02-14,1424.39
2013-02-15,1157.35
2013-02-16,1521.91
2013-02-17,1432.65
2013-02-18,1216.21
2013-02-19,1247.51
2013-02-20,1309.96
2013-02-21,1500.35
2013-02-22,1537.89
2013-02-23,1623.75
2013-02-24,1422.37
2013-02-25,1328.23
2013-02-26,2051.83
2013-02-27,1739.23
2013-02-28,1791.97
2013-03-01,1948.56
2013-03-02,2348.04
2013-03-03,1726.88
2013-03-04,1509.64
2013-03-05,1979.25
2013-03-06,2095.37
2013-03-07,6937.48
2013-03-08,2608.67
2013-03-09,2060.26
2013-03-10,2395.69
2013-03-11,2811.52
2013-03-12,3015.1
2013-03-13,2396.61
2013-03-14,2449.59
2013-03-15,2486.08
2013-03-16,3134.73
2013-03-17,1446.15
2013-03-18,1481.13
2013-03-19,1876.62
2013-03-20,2950.06
2013-03-21,2402.77
2013-03-22,3568.9
2013-03-23,4767.38
2013-03-24,3289.74
2013-03-25,2918.45
2013-03-26,3340.91
2013-03-27,3583.61
2013-03-28,5179.56
2013-03-29,5450.61
2013-03-30,5382.88
2013-03-31,6395.99
2013-04-01,4183.09
2013-04-02,4401.89
2013-04-03,6809.87
2013-04-04,10074.06
2013-04-05,9837.72
2013-04-06,7992.03
2013-04-07,5527.84
2013-04-08,8511.32
2013-04-09,8587.09
2013-04-10,9899.94
2013-04-11,10704.72
2013-04-12,7034.04
2013-04-13,5425.57
2013-04-14,4030.5
2013-04-15,5046.7
2013-04-16,6344.45
2013-04-17,3589.4
2013-04-18,7119.53
2013-04-19,4437.13
2013-04-20,6562.52
2013-04-21,5643.02
2013-04-22,3908.17
2013-04-23,5767.51
2013-04-24,8494.01
2013-04-25,9234.13
2013-04-26,8530.67
2013-04-27,5450.05
2013-04-28,4935.21
2013-04-29,4489.51
2013-04-30,6168
2013-05-01,6221.59
2013-05-02,5825.17
2013-05-03,4699.79
2013-05-04,4219.64
2013-05-05,5276.03
2013-05-06,5081.32
2013-05-07,5038.29
2013-05-08,5069.89
2013-05-09,5958.4
2013-05-10,7419.68
2013-05-11,8091.66
2013-05-12,6633.31
2013-05-13,6413.46
2013-05-14,6784.3
2013-05-15,6622.71
2013-05-16,6622.25
2013-05-17,8951.52
2013-05-18,6787.27
2013-05-19,4826.24
2013-05-20,5632.01
2013-05-21,5252.43
2013-05-22,5645.31
2013-05-23,6058.92
2013-05-24,7019.79
2013-05-25,6286.68
2013-05-26,6162.42
2013-05-27,4222.19
2013-05-28,6357.52
2013-05-29,7128.98
2013-05-30,6645
2013-05-31,6075.23
2013-06-01,5762.14
2013-06-02,5255.49
2013-06-03,5964.67
2013-06-04,7088.25
2013-06-05,6440.18
2013-06-06,7399.52
2013-06-07,4888.89
2013-06-08,4888.31
2013-06-09,4520.6
2013-06-10,3518.01
2013-06-11,3758.94
2013-06-12,4984.82
2013-06-13,4642.8
2013-06-14,4287.54
2013-06-15,3587.06
2013-06-16,3315.46
2013-06-17,3149.99
2013-06-18,3792.48
2013-06-19,4040.48
2013-06-20,3927.57
2013-06-21,8013.88
2013-06-22,4387.72
2013-06-23,5964.18
2013-06-24,3350.74
2013-06-25,3993.85
2013-06-26,3474.95
2013-06-27,4231.11
2013-06-28,3009.49
2013-06-29,4497.26
2013-06-30,2316.3
2013-07-01,2798.7
2013-07-02,2027.66
2013-07-03,3139.37
2013-07-04,2186.76
2013-07-05,1841.27
2013-07-06,2195.12
2013-07-07,2014.13
2013-07-08,1326.88
2013-07-09,2552.83
2013-07-10,2596.34
2013-07-11,2190.05
2013-07-12,3125.98
2013-07-13,2890.98
2013-07-14,3037.46
2013-07-15,2063.5
2013-07-16,2171.66
2013-07-17,3417.44
2013-07-18,3045.95
2013-07-19,3262.91
2013-07-20,1878.19
2013-07-21,2049.69
2013-07-22,2106.27
2013-07-23,2864.64
2013-07-24,2651.55
2013-07-25,2511.38
2013-07-26,3016.69
2013-07-27,1895.5
2013-07-28,2898.69
2013-07-29,2488.29
2013-07-30,2727.55
2013-07-31,3782.74
2013-08-01,4936.32
2013-08-02,3770.72
2013-08-03,2914.77
2013-08-04,2555.75
2013-08-05,3193.12
2013-08-06,2721.72
2013-08-07,4216.2
2013-08-08,3112.55
2013-08-09,4705.2
2013-08-10,4237.54
2013-08-11,2766.91
2013-08-12,3246.27
2013-08-13,2512.71
2013-08-14,3074.64
2013-08-15,4575.41
2013-08-16,6415.8
2013-08-17,4753.36
2013-08-18,3122.75
2013-08-19,4804.96
2013-08-20,5189.57
2013-08-21,3781.07
2013-08-22,3749.29
2013-08-23,4307.92
2013-08-24,3766.77
2013-08-25,3120.91
2013-08-26,3464.86
2013-08-27,4626.7
2013-08-28,4849.67
2013-08-29,31782.03
2013-08-30,3325.04
2013-08-31,5502.58
2013-09-01,4168.23
2013-09-02,3300.56
2013-09-03,6318.11
2013-09-04,4158.77
2013-09-05,3343.69
2013-09-06,4032.81
2013-09-07,4138.42
2013-09-08,2872.11
2013-09-09,3144.82
2013-09-10,3838.08
2013-09-11,3202.23
2013-09-12,2880.26
2013-09-13,4039.53
2013-09-14,2736.17
2013-09-15,2494.86
2013-09-16,3573.44
2013-09-17,5342.91
2013-09-18,39546.55
2013-09-19,13865.93
2013-09-20,11410.7
2013-09-21,3326.05
2013-09-22,3372.57
2013-09-23,3360.55
2013-09-24,4939.65
2013-09-25,3843.13
2013-09-26,4041.11
2013-09-27,3411.17
2013-09-28,10711.89
2013-09-29,3486.7
2013-09-30,3302.03
2013-10-01,3340.65
2013-10-02,5064.1
2013-10-03,4380.8
2013-10-04,4526.41
2013-10-05,3083.36
2013-10-06,3231.38
2013-10-07,2701.16
2013-10-08,4098.48
2013-10-09,2132.17
2013-10-10,3982.04
2013-10-11,3956.1
2013-10-12,3013.43
2013-10-13,4262.68
2013-10-14,4128.48
2013-10-15,4567.19
2013-10-16,5498.99
2013-10-17,6869.88
2013-10-18,5490.95
2013-10-19,6001.16
2013-10-20,6238.78
2013-10-21,4762.01
2013-10-22,6899.42
2013-10-23,8158.94
2013-10-24,9166.86
2013-10-25,9374.83
2013-10-26,9070.21
2013-10-27,6580.44
2013-10-28,10927.46
2013-10-29,6079.11
2013-10-30,6955.76
2013-10-31,5975.95
2013-11-01,6039.33
2013-11-02,7074.72
2013-11-03,4866.58
2013-11-04,8589.62
2013-11-05,11890.91
2013-11-06,12372.8
2013-11-07,39170.47
2013-11-08,37650.8
2013-11-09,35823.97
2013-11-10,18964.45
2013-11-11,15195.12
2013-11-12,21083.15
2013-11-13,8100.54
2013-11-14,9521.91
2013-11-15,9553.14
2013-11-16,7771.19
2013-11-17,6292.87
2013-11-18,8989.82
2013-11-19,19091.48
2013-11-20,16038.39
2013-11-21,16023.42
2013-11-22,18793.73
2013-11-23,17956.05
2013-11-24,15836.06
2013-11-25,13494.04
2013-11-26,16671.18
2013-11-27,23762.99
2013-11-28,28690.91
2013-11-29,32299.8
2013-11-30,28608.64
2013-12-01,22109.02
2013-12-02,17830.84
2013-12-03,22061.84
2013-12-04,21722.22
2013-12-05,23031.05
2013-12-06,22637.88
2013-12-07,14583.38
2013-12-08,27039.91
2013-12-09,9416.25
2013-12-10,15328.16
2013-12-11,16942.45
2013-12-12,15249.25
2013-12-13,12393.45
2013-12-14,13573.57
2013-12-15,10494.69
2013-12-16,9414.91
2013-12-17,11177.22
2013-12-18,9311.84
2013-12-19,10506.81
2013-12-20,11431.03
2013-12-21,10500.86
2013-12-22,7596.66
2013-12-23,7168.45
2013-12-24,7980.34
2013-12-25,8113.49
2013-12-26,8507.63
2013-12-27,10319.72
2013-12-28,9220.07
2013-12-29,8296.62
2013-12-30,10685.69
2013-12-31,8859.42
2014-01-01,8383.22
2014-01-02,7119.65
2014-01-03,11358.44
2014-01-04,11418.3
2014-01-05,10566.6
2014-01-06,13127.18
2014-01-07,27980.24
2014-01-08,13072.63
2014-01-09,11765.81
2014-01-10,10853.35
2014-01-11,11172.3
2014-01-12,11138.47
2014-01-13,9923.36
2014-01-14,10366.71
2014-01-15,13148.89
2014-01-16,14949.36
2014-01-17,10972.35
2014-01-18,12123.03
2014-01-19,11050.86
2014-01-20,9134.98
2014-01-21,13594.97
2014-01-22,13566.65
2014-01-23,12575.27
2014-01-24,13840.27
2014-01-25,12513.42
2014-01-26,9996.91
2014-01-27,10329.93
2014-01-28,10614.88
2014-01-29,11783.64
2014-01-30,10924.27
2014-01-31,10964.18
2014-02-01,11738.3
2014-02-02,9877.6
2014-02-03,8723.61
2014-02-04,10083.18
2014-02-05,11802.44
2014-02-06,11276.19
2014-02-07,11754.86
2014-02-08,11201.63
2014-02-09,8198.37
2014-02-10,7397.21
2014-02-11,8765.76
2014-02-12,8703.44
2014-02-13,10336.87
2014-02-14,8843.19
2014-02-15,11252.37
2014-02-16,8044.87
2014-02-17,7442.61
2014-02-18,14286.52
2014-02-19,8028.1
2014-02-20,9325.51
2014-02-21,8092.71
2014-02-22,8017.16
2014-02-23,7271.41
2014-02-24,7110.77
2014-02-25,8429.23
2014-02-26,9309.16
2014-02-27,8586.95
2014-02-28,8503.61
2014-03-01,9537.03
2014-03-02,6864.21
2014-03-03,6158.91
2014-03-04,11462.54
2014-03-05,11373.03
2014-03-06,9464.52
2014-03-07,9470.46
2014-03-08,8754
2014-03-09,7135.92
2014-03-10,7761.9
2014-03-11,10277.16
2014-03-12,9755.23
2014-03-13,10422.29
2014-03-14,9429.2
2014-03-15,8405.35
2014-03-16,6895.59
2014-03-17,7870.64
2014-03-18,8024.24
2014-03-19,6114.56
2014-03-20,8120.46
2014-03-21,8311.15
2014-03-22,8135.15
2014-03-23,10033.14
2014-03-24,6378.77
2014-03-25,7221.35
2014-03-26,8334.5
2014-03-27,8762.74
2014-03-28,7197.07
2014-03-29,5932.27
2014-03-30,4993.55
2014-03-31,4899.23
2014-04-01,5849.37
2014-04-02,5955.2
2014-04-03,5831.56
2014-04-04,6061.63
2014-04-05,6021.92
2014-04-06,5029.07
2014-04-07,4854.18
2014-04-08,6451.25
2014-04-09,6602.49
2014-04-10,8823.07
2014-04-11,5656.31
2014-04-12,5647.68
2014-04-13,3851.3
2014-04-14,4226.04
2014-04-15,7145.09
2014-04-16,8411.5
2014-04-17,7310.81
2014-04-18,7589.59
2014-04-19,5791.64
2014-04-20,6235.39
2014-04-21,5350.37
2014-04-22,6407.49
2014-04-23,7798.97
2014-04-24,6748.02
2014-04-25,7016.84
2014-04-26,6368.9
2014-04-27,4078.44
2014-04-28,5196.41
2014-04-29,5672.4
2014-04-30,5547.83
2014-05-01,5845.84
2014-05-02,4924.84
2014-05-03,5425.04
2014-05-04,4407.26
2014-05-05,4494.71
2014-05-06,5642.41
2014-05-07,6308.97
2014-05-08,6000.26
2014-05-09,5894.92
2014-05-10,6995.99
2014-05-11,4523.7
2014-05-12,4364.6
2014-05-13,6104.9
2014-05-14,5313.47
2014-05-15,5325.25
2014-05-16,5737.99
2014-05-17,5174.74
2014-05-18,4187.24
2014-05-19,3995.91
2014-05-20,5071.36
2014-05-21,6420.22
2014-05-22,6378.86
2014-05-23,6551.15
2014-05-24,6833.47
2014-05-25,5880.51
2014-05-26,5788.55
2014-05-27,7145.8
2014-05-28,7125.37
2014-05-29,8005.36
2014-05-30,6809.17
2014-05-31,7168.2
2014-06-01,5829.13
2014-06-02,6952.49
2014-06-03,7619.89
2014-06-04,8725.78
2014-06-05,7869.15
2014-06-06,7956.67
2014-06-07,7003.76
2014-06-08,5934.98
2014-06-09,5584.24
2014-06-10,7050.22
2014-06-11,7800.96
2014-06-12,7129.51
2014-06-13,7711.46
2014-06-14,6890.84
2014-06-15,5191.97
2014-06-16,5595.62
2014-06-17,7090.95
2014-06-18,7199.32
2014-06-19,7714.11
2014-06-20,7041.98
2014-06-21,6361.82
2014-06-22,5411.83
2014-06-23,5476.99
2014-06-24,6658.56
2014-06-25,6419.04
2014-06-26,6975.63
2014-06-27,5852.35
2014-06-28,6363.49
2014-06-29,5666.33
2014-06-30,5324.19
2014-07-01,7497.26
2014-07-02,8512.85
2014-07-03,8191.41
2014-07-04,6881.23
2014-07-05,6527.71
2014-07-06,5065.92
2014-07-07,5892.39
2014-07-08,7180.14
2014-07-09,7523.56
2014-07-10,7435.88
2014-07-11,6740.97
2014-07-12,6807.52
2014-07-13,5542.28
2014-07-14,5848.58
2014-07-15,7443.82
2014-07-16,7689.92
2014-07-17,7849.88
2014-07-18,7273.7
2014-07-19,7452.56
2014-07-20,6384.31
2014-07-21,5762.21
2014-07-22,6501.66
2014-07-23,7334.08
2014-07-24,6643.91
2014-07-25,6415.91
2014-07-26,6346.09
2014-07-27,5162.57
2014-07-28,5252.89
2014-07-29,6076.19
2014-07-30,6293.89
2014-07-31,6135.25
2014-08-01,6454.77
2014-08-02,6223.78
2014-08-03,5020.76
2014-08-04,5110.22
2014-08-05,6500.49
2014-08-06,7262.26
2014-08-07,7367.55
2014-08-08,6409.43
2014-08-09,6556.02
2014-08-10,5541.91
2014-08-11,5941.02
2014-08-12,6843.55
2014-08-13,7126.34
2014-08-14,6758.77
2014-08-15,6460.14
2014-08-16,6198.71
2014-08-17,6279.29
2014-08-18,18560.06
2014-08-19,5454.58
2014-08-20,6180.85
2014-08-21,5983.18
2014-08-22,5934.43
2014-08-23,5507.29
2014-08-24,4346.7
2014-08-25,6787.73
2014-08-26,6134
2014-08-27,5902.85
2014-08-28,5936.25
2014-08-29,5276.54
2014-08-30,5232.05
2014-08-31,4601.76
2014-09-01,4362.07
2014-09-02,5160.23
2014-09-03,5646.16
2014-09-04,5151.9
2014-09-05,5516.71
2014-09-06,5513.09
2014-09-07,9086.08
2014-09-08,4891.66
2014-09-09,5865.2
2014-09-10,6799.67
2014-09-11,6096.62
2014-09-12,4719.97
2014-09-13,5017.28
2014-09-14,4505.88
2014-09-15,5428.15
2014-09-16,5739.5
2014-09-17,6701.1
2014-09-18,5477.06
2014-09-19,5212.39
2014-09-20,4312.54
2014-09-21,4204.34
2014-09-22,3674.33
2014-09-23,4711.67
2014-09-24,5398.02
2014-09-25,5306.48
2014-09-26,5420.74
2014-09-27,19124.43
2014-09-28,4084.9
2014-09-29,4218
2014-09-30,4653.18
2014-10-01,4620.35
2014-10-02,4856.3
2014-10-03,4290.74
2014-10-04,4383.95
2014-10-05,4166.17
2014-10-06,3717.53
2014-10-07,4326.5
2014-10-08,4289.73
2014-10-09,4330.36
2014-10-10,5104.37
2014-10-11,4598.86
2014-10-12,3812.97
2014-10-13,4201.58
2014-10-14,4974.6
2014-10-15,5503.72
2014-10-16,4794.18
2014-10-17,4643.64
2014-10-18,4304.36
2014-10-19,4037.35
2014-10-20,4233.21
2014-10-21,4945.55
2014-10-22,4853.29
2014-10-23,4809.07
2014-10-24,4630.39
2014-10-25,4607.63
2014-10-26,3663.64
2014-10-27,3948.91
2014-10-28,4823.67
2014-10-29,4737.77
2014-10-30,4899.8
2014-10-31,4693.04
2014-11-01,4288.96
2014-11-02,4101.57
2014-11-03,4088.57
2014-11-04,5403.9
2014-11-05,4587.39
2014-11-06,4571.43
2014-11-07,4814.61
2014-11-08,4608.51
2014-11-09,3814.36
2014-11-10,5442.64
2014-11-11,5101.27
2014-11-12,4838.86
2014-11-13,6373.56
2014-11-14,5892.01
2014-11-15,5166.44
2014-11-16,4200.15
2014-11-17,5024.65
2014-11-18,5326.64
2014-11-19,4929.21
2014-11-20,5278.67
2014-11-21,4571.24
2014-11-22,4375.14
2014-11-23,3935.8
2014-11-24,4407.07
2014-11-25,4960.52
2014-11-26,4440.73
2014-11-27,4615.17
2014-11-28,4394.31
2014-11-29,4329.53
2014-11-30,4216.96
2014-12-01,4909.93
2014-12-02,5362.25
2014-12-03,5407.91
2014-12-04,5075.2
2014-12-05,5505.5
2014-12-06,4605.01
2014-12-07,4117.98
2014-12-08,4113.64
2014-12-09,5752.35
2014-12-10,4505.39
2014-12-11,4361.98
2014-12-12,4182.73
2014-12-13,3996.18
2014-12-14,3547.26
2014-12-15,4374.66
2014-12-16,4930.81
2014-12-17,4881.21
2014-12-18,4833.78
2014-12-19,4277.01
2014-12-20,4641.17
2014-12-21,3941.67
2014-12-22,3685.06
2014-12-23,4655.25
2014-12-24,4773.42
2014-12-25,3506.6
2014-12-26,2963.35
2014-12-27,6418.27
2014-12-28,5422.06
2014-12-29,3773.99
2014-12-30,4981.68
2014-12-31,3881.87
2015-01-01,3548.67
2015-01-02,2583.97
2015-01-03,3887.4
2015-01-04,3425.55
2015-01-05,5861.03
2015-01-06,4342.18
2015-01-07,3680.2
2015-01-08,3906.45
2015-01-09,4601.01
2015-01-10,4209
2015-01-11,4270.89
2015-01-12,3545.04
2015-01-13,8905.26
2015-01-14,3546.66
2015-01-15,3001.59
2015-01-16,3573.98
2015-01-17,3042.8
2015-01-18,2632.65
2015-01-19,2909.79
2015-01-20,3120.14
2015-01-21,3094.98
2015-01-22,2819.73
2015-01-23,3189.06
2015-01-24,3241.17
2015-01-25,2745.08
2015-01-26,3318.27
2015-01-27,4389
2015-01-28,3663.11
2015-01-29,2790.98
2015-01-30,2900.69
2015-01-31,2518.43
2015-02-01,2812.95
2015-02-02,2487.27
2015-02-03,2920.01
2015-02-04,2985.52
2015-02-05,2792.51
2015-02-06,2680.27
2015-02-07,2575.04
2015-02-08,2681.12
2015-02-09,2649.42
2015-02-10,3300.7
2015-02-11,3117.99
2015-02-12,3235.23
2015-02-13,2802.71
2015-02-14,4158.52
2015-02-15,3856.35
2015-02-16,3199.95
2015-02-17,3558.4
2015-02-18,3897.84
2015-02-19,3494.37
2015-02-20,3238.05
2015-02-21,3697.44
2015-02-22,3172.87
2015-02-23,2951.56
2015-02-24,3550.06
2015-02-25,3388.26
2015-02-26,3551.14
2015-02-27,3352.69
2015-02-28,3701.5
2015-03-01,3433.37
2015-03-02,3515.89
2015-03-03,4214.18
2015-03-04,4364.05
2015-03-05,4027.48
2015-03-06,4047.43
2015-03-07,4466.89
2015-03-08,3596.67
2015-03-09,3737.72
2015-03-10,4601.5
2015-03-11,4305.94
2015-03-12,4662.12
2015-03-13,3957.31
2015-03-14,3993.51
2015-03-15,3550.25
2015-03-16,3333.74
2015-03-17,4432.78
2015-03-18,4135.89
2015-03-19,3910.16
2015-03-20,4263.69
2015-03-21,4166.17
2015-03-22,3569.59
2015-03-23,3457.23
2015-03-24,4552.67
2015-03-25,3413.34
2015-03-26,3938.42
2015-03-27,3636.15
2015-03-28,3420.24
2015-03-29,3216.2
2015-03-30,3208.33
2015-03-31,3723.6
2015-04-01,3974.99
2015-04-02,4191.1
2015-04-03,3868.1
2015-04-04,3888.56
2015-04-05,3366.09
2015-04-06,3894.49
2015-04-07,4036.04
2015-04-08,4148.12
2015-04-09,3957.79
2015-04-10,4551.95
2015-04-11,6474.91
2015-04-12,3965.49
2015-04-13,3319.43
2015-04-14,3967.95
2015-04-15,3485.98
2015-04-16,3469.07
2015-04-17,3207.31
2015-04-18,3232.56
2015-04-19,2959.46
2015-04-20,3009.18
2015-04-21,3811.66
2015-04-22,3486.77
2015-04-23,3788.45
2015-04-24,3768.51
2015-04-25,3455.32
2015-04-26,22710.75
2015-04-27,2965.15
2015-04-28,3514.85
2015-04-29,3676.77
2015-04-30,3869.23
2015-05-01,3868.19
2015-05-02,3281.11
2015-05-03,3220.72
2015-05-04,2964.04
2015-05-05,3614.79
2015-05-06,3874.8
2015-05-07,3684.25
2015-05-08,3744.73
2015-05-09,4072.1
2015-05-10,3274.48
2015-05-11,3697.37
2015-05-12,4144.85
2015-05-13,3867.02
2015-05-14,3795.74
2015-05-15,3374.31
2015-05-16,3577.21
2015-05-17,3067.92
2015-05-18,3169.49
2015-05-19,3439.07
2015-05-20,3736.17
2015-05-21,3458.7
2015-05-22,3402.77
2015-05-23,3703.16
2015-05-24,3084.8
2015-05-25,3159.47
2015-05-26,3744.85
2015-05-27,4385.81
2015-05-28,3759.3
2015-05-29,3839.93
2015-05-30,4445.89
2015-05-31,3758.77
2015-06-01,9159.84
2015-06-02,4959.4
2015-06-03,4100.84
2015-06-04,4144.22
2015-06-05,3702.15
2015-06-06,3529.83
2015-06-07,3281.07
2015-06-08,2862.71
2015-06-09,4068.23
2015-06-10,4072.87
2015-06-11,4567.85
2015-06-12,4019.18
2015-06-13,4199.08
2015-06-14,3955.83
2015-06-15,3834.13
2015-06-16,4691.28
2015-06-17,5466.85
2015-06-18,5284.39
2015-06-19,6831.26
2015-06-20,6793.31
2015-06-21,3664.33
2015-06-22,3435.58
2015-06-23,6960.65
2015-06-24,4580.59
2015-06-25,3969.02
2015-06-26,4006.24
2015-06-27,4450.06
2015-06-28,4084.11
2015-06-29,3929.85
2015-06-30,4796.24
2015-07-01,7884.82
2015-07-02,5465.76
2015-07-03,6247.2
2015-07-04,5899.16
2015-07-05,4580.98
2015-07-06,5624.63
2015-07-07,10181.39
2015-07-08,11473.22
2015-07-09,13651.49
2015-07-10,11073.44
2015-07-11,10420.52
2015-07-12,11502.03
2015-07-13,13318.69
2015-07-14,9397.85
2015-07-15,8601.67
2015-07-16,7351.7
2015-07-17,7694.19
2015-07-18,6550.14
2015-07-19,11915.28
2015-07-20,5615.19
2015-07-21,11043.67
2015-07-22,7432.08
2015-07-23,7168.33
2015-07-24,7511.53
2015-07-25,6562.29
2015-07-26,5853.67
2015-07-27,6275.11
2015-07-28,9160.75
2015-07-29,8299.22
2015-07-30,11263.55
2015-07-31,9844.94
2015-08-01,10622.68
2015-08-02,9270.48
2015-08-03,5679.72
2015-08-04,7979.16
2015-08-05,9949.6
2015-08-06,9370.82
2015-08-07,10382.28
2015-08-08,7142.75
2015-08-09,5949.87
2015-08-10,4909.38
2015-08-11,7546.74
2015-08-12,7039.23
2015-08-13,6747.48
2015-08-14,6458.83
2015-08-15,6428.05
2015-08-16,5492.27
2015-08-17,4853.72
2015-08-18,6261.34
2015-08-19,6052.61
2015-08-20,5398.66
2015-08-21,6087.36
2015-08-22,5395.48
2015-08-23,5036.03
2015-08-24,4690.54
2015-08-25,5700.85
2015-08-26,5576.1
2015-08-27,5748.64
2015-08-28,5275.2
2015-08-29,5617.79
2015-08-30,4992.37
2015-08-31,4471.17
2015-09-01,6369.05
2015-09-02,5845.57
2015-09-03,12529.65
2015-09-04,6114.67
2015-09-05,5708.02
2015-09-06,6682.39
2015-09-07,5267.75
2015-09-08,7044.86
2015-09-09,6384.25
2015-09-10,6460.61
2015-09-11,6511.54
2015-09-12,9206.9
2015-09-13,6824.41
2015-09-14,5823.87
2015-09-15,7311.29
2015-09-16,6572.8
2015-09-17,6040.69
2015-09-18,6248.54
2015-09-19,5991.44
2015-09-20,4994.26
2015-09-21,4910.11
2015-09-22,6624.1
2015-09-23,6361.45
2015-09-24,5960.43
2015-09-25,5760.75
2015-09-26,6267.16
2015-09-27,5940.11
2015-09-28,5161.57
2015-09-29,6114.27
2015-09-30,6543.21
2015-10-01,6409.72
2015-10-02,6968.41
2015-10-03,6213.95
2015-10-04,5019.71
2015-10-05,4572.39
2015-10-06,5784.77
2015-10-07,6341.94
2015-10-08,6157.09
2015-10-09,6308.26
2015-10-10,5889.47
2015-10-11,5959.26
2015-10-12,4827
2015-10-13,6342.03
2015-10-14,6194.61
2015-10-15,6972.73
2015-10-16,7146.6
2015-10-17,7542.72
2015-10-18,7574.67
2015-10-19,5724.66
2015-10-20,7603.41
2015-10-21,8687.21
2015-10-22,7404.18
2015-10-23,8288.74
2015-10-24,7746.01
2015-10-25,7796.16
2015-10-26,7087.68
2015-10-27,7814.84
2015-10-28,8503.4
2015-10-29,9191.91
2015-10-30,10655.2
2015-10-31,10175.69
2015-11-01,9582.4
2015-11-02,8824.01
2015-11-03,11734.11
2015-11-04,15035.51
2015-11-05,18322.81
2015-11-06,13038.17
2015-11-07,11977.65
2015-11-08,9889.81
2015-11-09,9048.12
2015-11-10,10971.32
2015-11-11,10057.85
2015-11-12,8924.55
2015-11-13,8765.45
2015-11-14,8368.47
2015-11-15,8097.57
2015-11-16,7328.49
2015-11-17,9207.52
2015-11-18,8985.88
2015-11-19,9218.15
2015-11-20,8157.55
2015-11-21,8377.25
2015-11-22,7693.98
2015-11-23,7547.07
2015-11-24,8411.02
2015-11-25,8115.93
2015-11-26,8961.1
2015-11-27,9579.77
2015-11-28,9600.55
2015-11-29,9358.16
2015-11-30,8224.03
2015-12-01,12972.44
2015-12-02,11298.15
2015-12-03,11613.18
2015-12-04,10694.89
2015-12-05,10262.93
2015-12-06,12315
2015-12-07,11690.94
2015-12-08,13126.96
2015-12-09,13499.53
2015-12-10,15377.07
2015-12-11,15214.9
2015-12-12,19547.56
2015-12-13,15806.3
2015-12-14,14338.96
2015-12-15,18017.04
2015-12-16,18439.61
2015-12-17,17300.37
2015-12-18,16808.07
2015-12-19,17680.08
2015-12-20,15920.94
2015-12-21,15273.5
2015-12-22,18180.39
2015-12-23,16897.1
2015-12-24,17415.78
2015-12-25,16705.1
2015-12-26,12798.6
2015-12-27,13261.89
2015-12-28,11404.87
2015-12-29,13285.42
2015-12-30,13477.18
2015-12-31,13298.02
2016-01-01,10761.22
2016-01-02,8612.03
2016-01-03,13536.23
2016-01-04,10494.54
2016-01-05,13243.79
2016-01-06,14065.02
2016-01-07,13269.24
2016-01-08,16711.73
2016-01-09,14603.32
2016-01-10,13932.57
2016-01-11,12178.33
2016-01-12,16233.77
2016-01-13,15342.82
2016-01-14,15066.48
2016-01-15,13228.78
2016-01-16,13527.65
2016-01-17,13363.01
2016-01-18,13516.6
2016-01-19,15710
